,,,,2003-04 Season,2003-04 Season,2003-04 Season,2003-04 Season,2003-04 Season,2003-04 Season,,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall
Porter Moser,Illinois State,MVC,,10,19,.345,,,,,2003-04,10,19,.345,,,,,,64,53,.547,,,,
Danny Nee,Duquesne,A-10,,12,17,.414,,,,,2001-02,30,57,.345,,,,,,398,336,.542,7,,,
Ernie Nestor,Elon,Southern,,12,18,.400,,,,,2003-04,12,18,.400,,,,,,80,99,.447,1,,,
Doug Noll,Purdue Fort Wayne,Ind,,3,25,.107,,,,,2002-03,12,46,.207,,,,,,12,46,.207,,,,
Dennis Nutt,Texas State,Southland,,13,15,.464,,,,,2000-01,55,58,.487,,,,,,55,58,.487,,,,
Dickey Nutt,Arkansas State,Sun Belt,,17,11,.607,,,,,1995-96,134,124,.519,1,,,,,134,124,.519,1,,,
Jim O'Brien *,Ohio State,Big Ten,,14,16,.467,,,,,1997-98,133,88,.602,4,1,1,,,368,305,.547,7,2,1,
Fran O'Hanlon,Lafayette,Patriot,,18,10,.643,,,,,1995-96,141,117,.547,2,,,,,141,117,.547,2,,,
Tim O'Shea,Ohio,MAC,,10,20,.333,,,,,2001-02,41,47,.466,,,,,,41,47,.466,,,,
Tim O'Toole,Fairfield,MAAC,,19,11,.633,,,,,1998-99,88,86,.506,,,,,,88,86,.506,,,,
Dave Odom,South Carolina,SEC,,23,11,.676,,23,Lost First Round,,2001-02,57,42,.576,1,,,,,334,217,.606,9,3,,
Doug Oliver,Idaho State,Big Sky,,13,18,.419,,,,,1998-99,66,102,.393,,,,,,66,102,.393,,,,
Lute Olson,Arizona,Pac-10,,20,10,.667,4,22,Lost First Round,,1983-84,517,159,.765,20,10,4,1,,706,254,.735,25,12,5,1
Louis Orr,Seton Hall,Big East,,21,10,.677,,,Lost Second Round,,2001-02,50,41,.549,1,,,,,70,52,.574,1,,,
Matt Painter,Southern Illinois,MVC,,25,5,.833,,,Lost First Round,,2003-04,25,5,.833,1,,,,,25,5,.833,1,,,
Ricardo Patton,Colorado,Big 12,,18,11,.621,,,,,1995-96,143,114,.556,2,,,,,143,114,.556,2,,,
Bruce Pearl,Milwaukee,Horizon,,20,11,.645,,,,,2001-02,60,32,.652,1,,,,,60,32,.652,1,,,
Tom Pecora,Hofstra,CAA,,14,15,.483,,,,,2001-02,34,56,.378,,,,,,34,56,.378,,,,
John Pelphrey,South Alabama,Sun Belt,,12,16,.429,,,,,2002-03,26,30,.464,,,,,,26,30,.464,,,,
Leonard Perry,Idaho,Big West,,14,16,.467,,,,,2001-02,36,50,.419,,,,,,36,50,.419,,,,
Michael Perry,Georgia State,A-Sun,,20,9,.690,,,,,2002-03,30,18,.625,,,,,,30,18,.625,,,,
Buzz Peterson,Tennessee,SEC,,15,14,.517,,,,,2001-02,47,42,.528,,,,,,152,92,.623,1,,,
Vann Pettaway,Alabama A&M,SWAC,,13,17,.433,,,,,1998-99,85,84,.503,,,,,,85,84,.503,,,,
John Phillips,Tulsa,WAC,,9,20,.310,,,,,2001-02,59,37,.615,2,,,,,59,37,.615,2,,,
Rick Pitino,Louisville,CUSA,,20,10,.667,16,,Lost First Round,,2001-02,64,30,.681,2,,,,,418,158,.726,10,6,4,1
Jim Platt,Charleston Southern,Big South,,6,22,.214,,,,,2000-01,42,72,.368,,,,,,97,132,.424,,,,
Jeff Price,Georgia Southern,Southern,,21,8,.724,,,,,1999-00,84,60,.583,,,,,,84,60,.583,,,,
Tic Price,McNeese State,Southland,,11,16,.407,,,,,2001-02,47,39,.547,1,,,,,140,93,.601,2,,,
Skip Prosser,Wake Forest,ACC,,21,10,.677,20,17,Lost Regional Semifinal,,2001-02,67,29,.698,3,1,,,,232,107,.684,8,1,,
Oliver Purnell,Clemson,ACC,,10,18,.357,,,,,2003-04,10,18,.357,,,,,,266,209,.560,3,,,
Duane Reboul,Birmingham-Southern,Big South,,20,7,.741,,,,,2002-03,39,16,.709,,,,,,39,16,.709,,,,
Clifford Reed,Bethune-Cookman,MEAC,,8,21,.276,,,,,2001-02,22,48,.314,,,,,,22,48,.314,,,,
Larry Reynolds,Long Beach State,Big West,,6,21,.222,,,,,2002-03,11,43,.204,,,,,,11,43,.204,,,,
Keith Richard,Louisiana Tech,WAC,,15,15,.500,,,,,1998-99,106,69,.606,,,,,,106,69,.606,,,,
John Robic,Youngstown State,Horizon,,8,20,.286,,,,,1999-00,53,90,.371,,,,,,53,90,.371,,,,
Lorenzo Romar,Washington,Pac-10,,19,12,.613,,,Lost First Round,,2002-03,29,29,.500,1,,,,,122,117,.510,2,,,
Phil Rowe,New Hampshire,AEC,,10,20,.333,,,,,1999-00,36,106,.254,,,,,,36,106,.254,,,,
Jeff Ruland,Iona,MAAC,,11,18,.379,,,,,1998-99,99,83,.544,2,,,,,99,83,.544,2,,,
Kerry Rupp,Utah,MWC,,9,4,.692,,,Lost First Round,,2003-04,9,4,.692,1,,,,,9,4,.692,1,,,
Bo Ryan,Wisconsin,Big Ten,,25,7,.781,15,10,Lost Second Round,,2001-02,68,28,.708,3,1,,,,98,55,.641,3,1,,
Kelvin Sampson,Oklahoma,Big 12,,20,11,.645,14,,,,1994-95,234,92,.718,9,3,1,,,337,195,.633,10,3,1,
Byron Samuels,Radford,Big South,,12,16,.429,,,,,2002-03,22,36,.379,,,,,,39,72,.351,,,,
Rick Samuels,Eastern Illinois,OVC,,6,21,.222,,,,,1981-82,332,333,.499,2,,,,,335,339,.497,2,,,
Scott Sanderson,Lipscomb,A-Sun,,7,21,.250,,,,,2002-03,15,41,.268,,,,,,15,41,.268,,,,
Mark Schmidt,Robert Morris,NEC,,14,15,.483,,,,,2001-02,36,50,.419,,,,,,36,50,.419,,,,
Heath Schroyer,Portland State,Big Sky,,11,16,.407,,,,,2002-03,16,38,.296,,,,,,16,38,.296,,,,
Joe Scott,Air Force,MWC,,22,7,.759,,,Lost First Round,,2000-01,51,63,.447,1,,,,,51,63,.447,1,,,
Rick Scruggs,Gardner-Webb,A-Sun,,9,20,.310,,,,,2002-03,14,44,.241,,,,,,14,44,.241,,,,
Bill Self,Kansas,Big 12,,24,9,.727,6,16,Lost Regional Final,,2003-04,24,9,.727,1,1,,,,231,114,.670,6,4,,
Herb Sendek,NC State,ACC,,21,10,.677,24,15,Lost Second Round,,1996-97,148,108,.578,3,,,,,211,134,.612,4,,,
Tony Shaver,William & Mary,CAA,,7,21,.250,,,,,2003-04,7,21,.250,,,,,,7,21,.250,,,,
Steve Shields,Little Rock,Sun Belt,,17,12,.586,,,,,2003-04,17,12,.586,,,,,,17,12,.586,,,,
Steve Shurina,Western Carolina,Southern,,13,15,.464,,,,,2000-01,40,75,.348,,,,,,40,75,.348,,,,
Al Skinner Jr,Boston College,Big East,,24,10,.706,,25,Lost Second Round,,1997-98,122,95,.562,3,,,,,260,221,.541,5,,,
Mark Slonaker,Mercer,A-Sun,,12,18,.400,,,,,1997-98,79,122,.393,,,,,,80,146,.354,,,,
Jay Smith,Central Michigan,MAC,,6,24,.200,,,,,1997-98,81,118,.407,1,,,,,81,118,.407,1,,,
Tubby Smith,Kentucky,SEC,,27,5,.844,11,2,Lost Second Round,,1997-98,191,52,.786,7,5,1,1,,315,114,.734,11,8,1,1
Quin Snyder,Missouri,Big 12,,16,14,.533,5,,,,1999-00,100,63,.613,4,1,,,,100,63,.613,4,1,,
Brad Soderberg,Saint Louis,CUSA,,19,13,.594,,,,,2002-03,35,27,.565,,,,,,51,37,.580,1,,,
Anthony Solomon,St. Bonaventure,A-10,,7,21,.250,,,,,2003-04,7,21,.250,,,,,,7,21,.250,,,,
Kirk Speraw,UCF,A-Sun,,25,6,.806,,,Lost First Round,,1993-94,171,154,.526,3,,,,,171,154,.526,3,,,
Rob Spivery,Alabama State,SWAC,,16,15,.516,,,Lost First Round,,1996-97,114,121,.485,2,,,,,114,121,.485,2,,,
Charles Spoonhour,UNLV,MWC,,12,9,.571,,,,,2001-02,54,31,.635,,,,,,373,202,.649,8,,,
Jay Spoonhour,UNLV,MWC,,6,4,.600,,,,,2003-04,6,4,.600,,,,,,6,4,.600,,,,
Kevin Stallings,Vanderbilt,SEC,,23,10,.697,,,Lost Regional Semifinal,,1999-00,85,69,.552,1,1,,,,208,132,.612,3,1,,
Rick Stansbury,Mississippi State,SEC,,26,4,.867,,8,Lost Second Round,,1998-99,126,64,.663,3,,,,,126,64,.663,3,,,
Lafayette Stribling,Mississippi Valley State,SWAC,,22,7,.759,,,,,1983-84,292,303,.491,3,,,,,292,303,.491,3,,,
Pete Strickland,Coastal Carolina,Big South,,14,15,.483,,,,,1998-99,60,108,.357,,,,,,60,108,.357,,,,
Frank Sullivan,Harvard,Ivy,,4,23,.148,,,,,1991-92,141,200,.413,,,,,,141,200,.413,,,,
Tom Sullivan,UMBC,AEC,,7,21,.250,,,,,1995-96,106,146,.421,,,,,,108,172,.386,,,,
Eddie Sutton,Oklahoma State,Big 12,,31,4,.886,25,4,Lost National Semifinal,,1990-91,325,128,.717,12,5,2,,,757,293,.721,25,12,3,
Mike Sutton,Tennessee Tech,OVC,,13,15,.464,,,,,2002-03,33,27,.550,,,,,,33,27,.550,,,,
Scott Sutton,Oral Roberts,Mid-Cont,,17,11,.607,,,,,1999-00,75,71,.514,,,,,,75,71,.514,,,,
Billy Taylor,Lehigh,Patriot,,20,11,.645,,,Lost Opening Round,,2002-03,36,23,.610,1,,,,,36,23,.610,1,,,
Blaine Taylor,Old Dominion,CAA,,17,12,.586,,,,,2001-02,42,43,.494,,,,,,183,109,.627,2,,,
Derek Thomas,Western Illinois,Mid-Cont,,3,25,.107,,,,,2003-04,3,25,.107,,,,,,3,25,.107,,,,
Bob Thomason,Pacific,Big West,,25,8,.758,,,Lost Second Round,,1988-89,259,209,.553,2,,,,,259,209,.553,2,,,
John Thompson III,Princeton,Ivy,,20,8,.714,,,Lost First Round,,2000-01,68,42,.618,2,,,,,68,42,.618,2,,,
Jimmy Tillette,Samford,OVC,,12,16,.429,,,,,1997-98,114,89,.562,2,,,,,114,89,.562,2,,,
Monte Towe,New Orleans,Sun Belt,,17,14,.548,,,,,2001-02,47,42,.528,,,,,,47,42,.528,,,,
Thomas Trotter,Maryland-Eastern Shore,MEAC,,8,21,.276,,,,,2000-01,36,78,.316,,,,,,36,78,.316,,,,
Billy Tubbs,Lamar,Southland,,11,18,.379,,,,,1976-77,86,64,.573,2,2,,,,574,292,.663,12,6,1,
Mark Turgeon,Wichita State,MVC,,21,11,.656,,,,,2000-01,63,57,.525,,,,,,88,86,.506,,,,
Mike Vining,Louisiana-Monroe,Southland,,12,19,.387,,,,,1981-82,393,284,.581,7,,,,,393,284,.581,7,,,
Jerry Wainwright,Richmond,A-10,,20,13,.606,,,Lost First Round,,2002-03,35,27,.565,1,,,,,171,130,.568,3,,,
Al Walker,Binghamton,AEC,,14,16,.467,,,,,2001-02,37,48,.435,,,,,,64,99,.393,,,,
Riley Wallace,Hawaii,WAC,,21,12,.636,,,,,1987-88,283,228,.554,3,,,,,298,255,.539,3,,,
Royce Waltman,Indiana State,MVC,,9,19,.321,,,,,1997-98,97,110,.469,2,,,,,97,110,.469,2,,,
Gary Waters,Rutgers,Big East,,20,13,.606,,,,,2001-02,50,42,.543,,,,,,142,102,.582,2,,,
Melvin Watkins,Texas A&M,Big 12,,7,21,.250,,,,,1998-99,60,112,.349,,,,,,102,132,.436,2,,,
Perry Watson,Detroit Mercy,Horizon,,19,11,.633,,,,,1993-94,213,124,.632,2,,,,,213,124,.632,2,,,
Derek Waugh,Stetson,A-Sun,,12,15,.444,,,,,2000-01,46,63,.422,,,,,,46,63,.422,,,,
Bruce Weber,Illinois,Big Ten,,26,7,.788,13,13,Lost Regional Semifinal,,2003-04,26,7,.788,1,1,,,,129,61,.679,3,2,,
Tim Welsh,Providence,Big East,,20,9,.690,,21,Lost First Round,,1998-99,101,82,.552,2,,,,,171,104,.622,3,,,
Samuel West,Alcorn State,SWAC,,11,18,.379,,,,,2003-04,11,18,.379,,,,,,11,18,.379,,,,
Paul Westphal,Pepperdine,WCC,,15,16,.484,,,,,2001-02,52,38,.578,1,,,,,52,38,.578,1,,,
Dereck Whittenburg,Fordham,A-10,,6,22,.214,,,,,2003-04,6,22,.214,,,,,,73,72,.503,1,,,
Ralph Willard,Holy Cross,Patriot,,13,15,.464,,,,,1999-00,89,61,.593,3,,,,,233,185,.557,5,1,,
Bob Williams,UCSB,Big West,,16,12,.571,,,,,1998-99,96,79,.549,1,,,,,96,79,.549,1,,,
Gary Williams,Maryland,ACC,,20,12,.625,,19,Lost Second Round,,1989-90,315,165,.656,11,7,2,1,,522,293,.640,14,9,2,1
Roy Williams,UNC,ACC,,19,11,.633,9,18,Lost Second Round,,2003-04,19,11,.633,1,,,,,437,112,.796,15,9,4,
Willis Wilson,Rice,WAC,,22,11,.667,,,,,1992-93,168,176,.488,,,,,,168,176,.488,,,,
Reggie Witherspoon,Buffalo,MAC,,17,12,.586,,,,,1999-00,41,97,.297,,,,,,41,97,.297,,,,
Dennis Wolff,Boston University,AEC,,23,6,.793,,,,,1994-95,172,124,.581,2,,,,,172,124,.581,2,,,
Jim Wooldridge,Kansas State,Big 12,,14,14,.500,,,,,2000-01,51,65,.440,,,,,,149,164,.476,1,,,
Jay Wright,Villanova,Big East,,18,17,.514,,,,,2001-02,52,46,.531,,,,,,174,131,.570,2,,,
Larry Wright,Grambling,SWAC,,11,18,.379,,,,,1999-00,41,103,.285,,,,,,41,103,.285,,,,
Mike Young,Wofford,Southern,,9,20,.310,,,,,2002-03,23,35,.397,,,,,,23,35,.397,,,,
Rich Zvosec,Kansas City,Mid-Cont,,15,14,.517,,,,,2001-02,42,45,.483,,,,,,80,93,.462,,,,
