,,,,2003-04 Season,2003-04 Season,2003-04 Season,2003-04 Season,2003-04 Season,2003-04 Season,,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall
Jim Baron,Rhode Island,A-10,,20,14,.588,,,,,2001-02,47,46,.505,,,,,,253,248,.505,2,,,
Murry Bartow,ETSU,Southern,,27,6,.818,,,Lost First Round,,2003-04,27,6,.818,1,,,,,130,89,.594,2,,,
Butch Beard,Morgan State,MEAC,,11,16,.407,,,,,2001-02,21,63,.250,,,,,,66,132,.333,1,,,
John Beilein,West Virginia,Big East,,17,14,.548,,,,,2002-03,31,29,.517,,,,,,220,144,.604,2,,,
Bart Bellairs,VMI,Big South,,6,22,.214,,,,,1994-95,107,173,.382,,,,,,107,173,.382,,,,
Dick Bennett,Washington State,Pac-10,,13,16,.448,,,,,2003-04,13,16,.448,,,,,,293,194,.602,7,1,1,
Randy Bennett,Saint Mary's,WCC,,19,12,.613,,,,,2001-02,43,47,.478,,,,,,43,47,.478,,,,
Ben Betts Jr,South Carolina State,MEAC,,18,11,.621,,,,,1994-95,19,13,.594,,,,,,19,13,.594,,,,
Paul Biancardi,Wright State,Horizon,,14,14,.500,,,,,2003-04,14,14,.500,,,,,,14,14,.500,,,,
Henry Bibby,USC,Pac-10,,13,15,.464,,,,,1995-96,130,118,.524,3,1,,,,130,118,.524,3,1,,
Eddie Biedenbach,UNC Asheville,Big South,,9,20,.310,,,,,1996-97,111,121,.478,1,,,,,140,172,.449,1,,,
Dave Bike,Sacred Heart,NEC,,12,15,.444,,,,,1999-00,38,102,.271,,,,,,38,102,.271,,,,
Ricky Blanton,Nicholls State,Southland,,6,21,.222,,,,,2002-03,9,46,.164,,,,,,9,46,.164,,,,
Jim Boeheim,Syracuse,Big East,,23,8,.742,7,20,Lost Regional Semifinal,,1976-77,676,234,.743,23,13,3,1,,676,234,.743,23,13,3,1
Jim Boone,Eastern Michigan,MAC,,13,15,.464,,,,,2000-01,36,78,.316,,,,,,81,144,.360,,,,
John Brady,LSU,SEC,,18,11,.621,,,,,1997-98,120,92,.566,2,1,,,,209,169,.553,2,1,,
Bobby Braswell,Cal State Northridge,Big West,,14,16,.467,,,,,1996-97,125,110,.532,1,,,,,125,110,.532,1,,,
Ben Braun,California,Pac-10,,13,15,.464,,,,,1996-97,153,94,.619,4,1,,,,337,227,.598,7,2,,
Tom Brennan,Vermont,AEC,,22,9,.710,,,Lost First Round,,1986-87,239,269,.470,2,,,,,285,327,.466,2,,,
Mike Brey,Notre Dame,Big East,,19,13,.594,21,,,,2000-01,85,44,.659,3,1,,,,184,96,.657,5,1,,
Kevin Bromley,Cal Poly,Big West,,11,16,.407,,,,,2000-01,46,54,.460,,,,,,46,54,.460,,,,
Milan Brown,Mount St. Mary's,NEC,,10,19,.345,,,,,2003-04,10,19,.345,,,,,,10,19,.345,,,,
Will Brown,Albany (NY),AEC,,5,23,.179,,,,,2001-02,19,57,.250,,,,,,19,57,.250,,,,
Brad Brownell,UNC Wilmington,CAA,,15,15,.500,,,,,2002-03,39,22,.639,1,,,,,39,22,.639,1,,,
Tim Buckley,Ball State,MAC,,14,15,.483,,,,,2000-01,68,56,.548,,,,,,68,56,.548,,,,
Bob Burton,Cal State Fullerton,Big West,,11,17,.393,,,,,2003-04,11,17,.393,,,,,,11,17,.393,,,,
Rick Byrd,Belmont,A-Sun,,21,9,.700,,,,,1999-00,69,74,.483,,,,,,69,74,.483,,,,
Jim Calhoun,UConn,Big East,,33,6,.846,1,7,Won National Final,,1986-87,434,166,.723,12,10,2,2,,682,303,.692,17,10,2,2
John Calipari,Memphis,CUSA,,22,8,.733,,24,Lost Second Round,,2000-01,93,39,.705,2,,,,,286,110,.722,7,3,1,
Dave Calloway,Monmouth,NEC,,21,12,.636,,,Lost First Round,,1997-98,95,94,.503,2,,,,,95,94,.503,2,,,
Bret Campbell,UT-Martin,OVC,,10,18,.357,,,,,1999-00,59,83,.415,,,,,,59,83,.415,,,,
Jeff Capel III,VCU,CAA,,23,8,.742,,,Lost First Round,,2002-03,41,18,.695,1,,,,,41,18,.695,1,,,
Bill Carmody,Northwestern,Big Ten,,14,15,.483,,,,,2000-01,53,64,.453,,,,,,145,89,.620,2,,,
Terry Carroll,Denver,Sun Belt,,14,13,.519,,,,,2001-02,39,48,.448,,,,,,39,48,.448,,,,
Tim Carter,UTSA,Southland,,19,14,.576,,,Lost First Round,,1995-96,134,122,.523,2,,,,,134,122,.523,2,,,
John Chaney,Temple,A-10,,15,14,.517,,,,,1982-83,483,224,.683,17,5,,,,483,224,.683,17,5,,
Jim Christian,Kent State,MAC,,22,9,.710,,,,,2002-03,43,19,.694,,,,,,43,19,.694,,,,
Kevin Clark,St. John's (NY),Big East,,4,17,.190,,,,,2003-04,4,17,.190,,,,,,4,17,.190,,,,
Perry Clark,Miami (FL),Big East,,14,16,.467,,,,,2000-01,65,54,.546,1,,,,,250,199,.557,4,,,
Steve Cleveland,BYU,MWC,,21,9,.700,,,Lost First Round,,1997-98,129,87,.597,3,,,,,129,87,.597,3,,,
Charlie Coles,Miami (OH),MAC,,18,11,.621,,,,,1996-97,138,104,.570,2,1,,,,229,189,.548,3,1,,
Barry Collier,Nebraska,Big 12,,18,13,.581,,,,,2000-01,56,63,.471,,,,,,252,195,.564,3,,,
Bobby Collins,Hampton,MEAC,,13,17,.433,,,,,2002-03,32,28,.533,,,,,,32,28,.533,,,,
Jimmy Collins,UIC,Horizon,,24,8,.750,,,Lost First Round,,1996-97,131,109,.546,3,,,,,131,109,.546,3,,,
Ronnie Courtney,Texas Southern,SWAC,,14,15,.483,,,,,2001-02,43,45,.489,1,,,,,43,45,.489,1,,,
Joe Cravens,Weber State,Big Sky,,15,14,.517,,,,,1999-00,92,55,.626,1,,,,,146,108,.575,1,,,
Tom Crean,Marquette,CUSA,,19,12,.613,23,,,,1999-00,102,53,.658,2,1,1,,,102,53,.658,2,1,1,
Jim Crews,Army,Patriot,,6,21,.222,,,,,2002-03,11,43,.204,,,,,,305,252,.548,4,,,
Mick Cronin,Murray State,OVC,,28,6,.824,,,Lost First Round,,2003-04,28,6,.824,1,,,,,28,6,.824,1,,,
Dan Dakich,Bowling Green State,MAC,,14,17,.452,,,,,1997-98,116,90,.563,,,,,,116,90,.563,,,,
Ed Daniels,Savannah State,Ind,,4,24,.143,,,,,2002-03,7,48,.127,,,,,,7,48,.127,,,,
Dick Davey,Santa Clara,WCC,,16,16,.500,,,,,1992-93,202,148,.577,3,,,,,202,148,.577,3,,,
Emmett Davis,Colgate,Patriot,,15,14,.517,,,,,1998-99,86,84,.506,,,,,,86,84,.506,,,,
Kermit Davis Jr,Middle Tennessee,Sun Belt,,17,12,.586,,,,,2002-03,33,26,.559,,,,,,104,76,.578,2,,,
Larry Davis,Furman,Southern,,17,12,.586,,,,,1997-98,93,113,.451,,,,,,93,113,.451,,,,
Mike Davis,Indiana,Big Ten,,14,15,.483,,,,,2000-01,81,53,.604,3,1,1,,,81,53,.604,3,1,1,
Tom Davis,Drake,MVC,,12,16,.429,,,,,2003-04,12,16,.429,,,,,,555,306,.645,11,5,,
Ed DeChellis,Penn State,Big Ten,,9,19,.321,,,,,2003-04,9,19,.321,,,,,,114,112,.504,1,,,
Joe DeSantis,Quinnipiac,NEC,,9,20,.310,,,,,1998-99,73,97,.429,,,,,,73,97,.429,,,,
Don DeVoe,Navy,Patriot,,5,23,.179,,,,,1992-93,184,161,.533,3,,,,,512,389,.568,10,2,,
Mike Deane,Wagner,NEC,,13,16,.448,,,,,2003-04,13,16,.448,,,,,,331,210,.612,4,,,
Mike Dement,SMU,WAC,,12,18,.400,,,,,1995-96,140,123,.532,,,,,,262,246,.516,1,,,
Pat Dennis,The Citadel,Southern,,6,22,.214,,,,,1992-93,135,196,.408,,,,,,135,196,.408,,,,
Howie Dickenman,Central Connecticut,NEC,,14,14,.500,,,,,1996-97,126,106,.543,2,,,,,126,106,.543,2,,,
Sherman Dillard,James Madison,CAA,,7,21,.250,,,,,1997-98,93,106,.467,,,,,,122,157,.437,,,,
Jamie Dixon,Pitt,Big East,,31,5,.861,22,9,Lost Regional Semifinal,,2003-04,31,5,.861,1,1,,,,31,5,.861,1,1,,
Steve Donahue,Cornell,Ivy,,11,16,.407,,,,,2000-01,32,76,.296,,,,,,32,76,.296,,,,
Billy Donovan,Florida,SEC,,20,11,.645,8,,Lost First Round,,1996-97,169,84,.668,6,2,1,,,204,104,.662,6,2,1,
Neil Dougherty,TCU,CUSA,,12,17,.414,,,,,2002-03,21,36,.368,,,,,,21,36,.368,,,,
Pat Douglass,UC-Irvine,Big West,,11,17,.393,,,,,1997-98,106,94,.530,,,,,,106,94,.530,,,,
Homer Drew,Valparaiso,Mid-Cont,,18,13,.581,,,Lost First Round,,1988-89,253,198,.561,7,1,,,,253,198,.561,7,1,,
Scott Drew,Baylor,Big 12,,8,21,.276,,,,,2003-04,8,21,.276,,,,,,28,32,.467,,,,
Fran Dunphy,Penn,Ivy,,17,10,.630,,,,,1989-90,270,145,.651,7,,,,,270,145,.651,7,,,
Randy Dunton,Liberty,Big South,,18,15,.545,,,Lost First Round,,1997-98,43,47,.478,1,,,,,43,47,.478,1,,,
Hugh Durham,Jacksonville,A-Sun,,13,15,.464,,,,,1997-98,90,106,.459,,,,,,618,417,.597,8,2,2,
Mick Durham,Montana State,Big Sky,,14,13,.519,,,,,1990-91,217,184,.541,1,,,,,217,184,.541,1,,,
Jerry Eaves,North Carolina A&T,MEAC,,3,25,.107,,,,,2003-04,3,25,.107,,,,,,3,25,.107,,,,
Cliff Ellis,Auburn,SEC,,14,14,.500,,,,,1994-95,186,125,.598,3,2,,,,536,338,.613,8,3,,
Craig Esherick,Georgetown,Big East,,13,15,.464,,,,,1998-99,103,74,.582,1,1,,,,103,74,.582,1,1,,
Bill Evans,Southern Utah,Mid-Cont,,10,18,.357,,,,,1991-92,169,174,.493,1,,,,,169,174,.493,1,,,
Jessie Evans,Louisiana,Sun Belt,,20,9,.690,,,Lost First Round,,1997-98,132,81,.620,2,,,,,132,81,.620,2,,,
Rob Evans,Arizona State,Pac-10,,10,17,.370,,,,,1998-99,90,89,.503,1,,,,,176,170,.509,3,,,
Ron Everhart,Northeastern,AEC,,19,11,.633,,,,,2001-02,42,47,.472,,,,,,134,151,.470,,,,
Houston Fancher,Appalachian State,Southern,,9,21,.300,,,,,2000-01,49,69,.415,,,,,,49,69,.415,,,,
Larry Farmer,Loyola (IL),Horizon,,9,20,.310,,,,,1998-99,71,102,.410,,,,,,166,179,.481,1,,,
Dave Faucher,Dartmouth,Ivy,,3,25,.107,,,,,1991-92,136,208,.395,,,,,,136,208,.395,,,,
Dennis Felton,Georgia,SEC,,16,14,.533,,,,,2003-04,16,14,.533,,,,,,116,68,.630,3,,,
Jim Ferry,LIU,NEC,,8,19,.296,,,,,2002-03,17,38,.309,,,,,,17,38,.309,,,,
Mark Few,Gonzaga,WCC,,28,3,.903,10,3,Lost Second Round,,1999-00,133,32,.806,5,2,,,,133,32,.806,5,2,,
Shawn Finney,Tulane,CUSA,,11,17,.393,,,,,2000-01,50,68,.424,,,,,,50,68,.424,,,,
Steve Fisher *,San Diego State,MWC,,14,16,.467,,,,,1999-00,70,79,.470,1,,,,,254,161,.612,8,4,3,1
Pat Flannery,Bucknell,Patriot,,14,15,.483,,,,,1994-95,149,136,.523,,,,,,149,136,.523,,,,
Bruiser Flint,Drexel,CAA,,18,11,.621,,,,,2001-02,51,37,.580,,,,,,137,109,.557,2,,,
Travis Ford,Eastern Kentucky,OVC,,14,15,.483,,,,,2000-01,39,71,.355,,,,,,39,71,.355,,,,
Jerry Francis,Prairie View,SWAC,,7,20,.259,,,,,2002-03,24,32,.429,,,,,,24,32,.429,,,,
Dwight Freeman,Norfolk State,MEAC,,12,17,.414,,,,,2002-03,26,32,.448,,,,,,72,97,.426,,,,
Ron Ganulin,St. Francis (NY),NEC,,15,13,.536,,,,,1991-92,174,192,.475,,,,,,174,192,.475,,,,
Mike Garland,Cleveland State,Horizon,,4,25,.138,,,,,2003-04,4,25,.138,,,,,,4,25,.138,,,,
Gary Garner,Southeast Missouri State,OVC,,11,16,.407,,,,,1997-98,104,98,.515,1,,,,,199,202,.496,1,,,
Ray Giacoletti,Eastern Washington,Big Sky,,17,13,.567,,,Lost First Round,,2000-01,69,50,.580,1,,,,,69,50,.580,1,,,
John Giannini,Maine,AEC,,20,10,.667,,,,,1996-97,125,111,.530,,,,,,125,111,.530,,,,
Pete Gillen,Virginia,ACC,,18,13,.581,,,,,1998-99,104,78,.571,1,,,,,378,206,.647,9,2,,
Mike Gillespie,Florida A&M,MEAC,,15,17,.469,,,Lost First Round,,2001-02,41,48,.461,1,,,,,41,48,.461,1,,,
Billy Gillispie,UTEP,WAC,,24,8,.750,,,Lost First Round,,2002-03,30,32,.484,1,,,,,30,32,.484,1,,,
Bobby Gonzalez,Manhattan,MAAC,,25,6,.806,,,Lost Second Round,,1999-00,94,52,.644,2,,,,,94,52,.644,2,,,
Mark Gottfried,Alabama,SEC,,20,13,.606,,,Lost Regional Final,,1998-99,119,75,.613,3,1,,,,187,99,.654,5,1,,
Greg Graham,Boise State,WAC,,23,10,.697,,,,,2002-03,36,26,.581,,,,,,36,26,.581,,,,
Michael Grant,Southern,SWAC,,12,16,.429,,,,,2003-04,12,16,.429,,,,,,12,16,.429,,,,
James Green,Southern Miss,CUSA,,13,15,.464,,,,,1996-97,123,111,.526,,,,,,123,111,.526,,,,
Sidney Green,Florida Atlantic,A-Sun,,9,19,.321,,,,,1999-00,44,104,.297,1,,,,,44,104,.297,1,,,
Tom Green,FDU,NEC,,17,12,.586,,,,,1983-84,338,267,.559,3,,,,,338,267,.559,3,,,
Seth Greenberg,Virginia Tech,Big East,,15,14,.517,,,,,2003-04,15,14,.517,,,,,,228,184,.553,2,,,
Brian Gregory,Dayton,A-10,,24,9,.727,,,Lost First Round,,2003-04,24,9,.727,1,,,,,24,9,.727,1,,,
Billy Hahn,La Salle,A-10,,10,20,.333,,,,,2001-02,37,54,.407,,,,,,79,99,.444,,,,
Leonard Hamilton,Florida State,ACC,,19,14,.576,,,,,2002-03,33,29,.532,,,,,,233,239,.494,3,1,,
Don Harnum,Rider,MAAC,,17,14,.548,,,,,1997-98,108,93,.537,,,,,,177,150,.541,,,,
Larry Harrison,Hartford,AEC,,12,17,.414,,,,,2000-01,46,72,.390,,,,,,46,72,.390,,,,
Steve Hawkins,Western Michigan,MAC,,26,5,.839,,,Lost First Round,,2003-04,26,5,.839,1,,,,,26,5,.839,1,,,
Stan Heath,Arkansas,SEC,,12,16,.429,,,,,2002-03,21,35,.375,,,,,,51,41,.554,1,1,,
David Henderson,Delaware,CAA,,16,12,.571,,,,,2000-01,65,52,.556,,,,,,65,52,.556,,,,
Lou Henson *,New Mexico State,Sun Belt,,13,14,.481,,,,,1966-67,303,152,.666,7,3,1,,,791,414,.656,19,7,2,
Bill Herrion,East Carolina,CUSA,,13,14,.481,,,,,1999-00,61,79,.436,,,,,,228,150,.603,3,,,
Tom Herrion,College of Charleston,Southern,,20,9,.690,,,,,2002-03,45,17,.726,,,,,,45,17,.726,,,,
Paul Hewitt,Georgia Tech,ACC,,28,10,.737,,14,Lost National Final,,2000-01,76,54,.585,2,1,1,,,142,81,.637,3,1,1,
Scott Hicks,Loyola (MD),MAAC,,1,27,.036,,,,,2000-01,16,97,.142,,,,,,27,114,.191,,,,
Barry Hinson,Missouri State,MVC,,19,14,.576,,,,,1999-00,89,68,.567,,,,,,125,91,.579,,,,
Dan Hipsher,Akron,MAC,,13,15,.464,,,,,1995-96,112,137,.450,,,,,,141,164,.462,,,,
Karl Hobbs,George Washington,A-10,,18,12,.600,,,,,2001-02,42,45,.483,,,,,,42,45,.483,,,,
Bob Hoffman,Texas-Rio Grande Valley,Ind,,14,14,.500,,,,,1999-00,68,77,.469,,,,,,68,77,.469,,,,
Brad Holland,San Diego,WCC,,4,26,.133,,,,,1994-95,148,137,.519,1,,,,,171,168,.504,1,,,
Van Holt,Arkansas-Pine Bluff,SWAC,,1,26,.037,,,,,2002-03,5,50,.091,,,,,,5,50,.091,,,,
Michael Holton,Portland,WCC,,11,17,.393,,,,,2001-02,28,58,.326,,,,,,28,58,.326,,,,
Darrin Horn,Western Kentucky,Sun Belt,,15,13,.536,,,,,2003-04,15,13,.536,,,,,,15,13,.536,,,,
Ben Howland,UCLA,Pac-10,,11,17,.393,,,,,2003-04,11,17,.393,,,,,,177,118,.600,3,2,,
Bob Huggins,Cincinnati,CUSA,,25,7,.781,18,11,Lost Second Round,,1989-90,373,120,.757,13,4,1,,,470,166,.739,14,4,1,
Michael Hunt,Towson,CAA,,8,21,.276,,,,,2001-02,23,63,.267,,,,,,23,63,.267,,,,
Ron Hunter,IU Indianapolis,Mid-Cont,,21,11,.656,,,,,1998-99,85,95,.472,1,,,,,85,95,.472,1,,,
Tom Izzo,Michigan State,Big Ten,,18,12,.600,3,,Lost First Round,,1995-96,207,90,.697,7,5,3,1,,207,90,.697,7,5,3,1
Greg Jackson,Delaware State,MEAC,,13,15,.464,,,,,2000-01,57,55,.509,,,,,,57,55,.509,,,,
Mike Jarvis,St. John's (NY),Big East,,2,4,.333,,,,,1998-99,110,61,.643,3,1,,,,363,202,.642,9,2,,
Jerome Jenkins,Sacramento State,Big Sky,,13,15,.464,,,,,2000-01,39,73,.348,,,,,,39,73,.348,,,,
Ron Jirsa,Marshall,MAC,,12,17,.414,,,,,2003-04,12,17,.414,,,,,,47,47,.500,,,,
Jay John,Oregon State,Pac-10,,12,16,.429,,,,,2002-03,25,31,.446,,,,,,25,31,.446,,,,
Kevin Johnson,Centenary (LA),Mid-Cont,,16,12,.571,,,,,1999-00,62,76,.449,,,,,,62,76,.449,,,,
Phil Johnson,San Jose State,WAC,,6,23,.207,,,,,1998-99,25,60,.294,,,,,,25,60,.294,,,,
Trent Johnson,Nevada,WAC,,25,9,.735,,,Lost Regional Semifinal,,1999-00,79,74,.516,1,1,,,,79,74,.516,1,1,,
Bobby Jones,Saint Francis (PA),NEC,,13,15,.464,,,,,1999-00,52,86,.377,,,,,,52,86,.377,,,,
James Jones,Yale,Ivy,,12,15,.444,,,,,1999-00,64,76,.457,,,,,,64,76,.457,,,,
Jeff Jones,American,Patriot,,18,13,.581,,,,,2000-01,59,59,.500,,,,,,205,163,.557,5,2,,
Joe Jones,Columbia,Ivy,,10,17,.370,,,,,2003-04,10,17,.370,,,,,,10,17,.370,,,,
Johnny Jones,North Texas,Sun Belt,,13,15,.464,,,,,2001-02,35,50,.412,,,,,,50,66,.431,,,,
Kevin Jones,Chicago State,Mid-Cont,,12,20,.375,,,,,2002-03,12,32,.273,,,,,,12,32,.273,,,,
Stan Joplin,Toledo,MAC,,20,11,.645,,,,,1996-97,136,100,.576,,,,,,136,100,.576,,,,
Rob Judson,Northern Illinois,MAC,,10,20,.333,,,,,2001-02,39,50,.438,,,,,,39,50,.438,,,,
Greg Kampe,Oakland,Mid-Cont,,13,17,.433,,,,,1999-00,72,74,.493,,,,,,72,74,.493,,,,
Danny Kaspar,Stephen F. Austin,Southland,,21,9,.700,,,,,2000-01,64,49,.566,,,,,,64,49,.566,,,,
Gene Keady,Purdue,Big Ten,,17,14,.548,,,,,1980-81,505,249,.670,17,5,,,,543,268,.670,18,5,,
Billy Kennedy,Southeastern Louisiana,Southland,,20,9,.690,,,,,1999-00,56,83,.403,,,,,,80,117,.406,,,,
Pat Kennedy,Montana,Big Sky,,10,18,.357,,,,,2002-03,23,35,.397,,,,,,416,311,.572,8,2,,
Ernie Kent,Oregon,Pac-10,,18,13,.581,,,,,1997-98,135,81,.625,3,1,,,,225,161,.583,4,1,,
Bob Knight,Texas Tech,Big 12,,23,11,.676,,,Lost Second Round,,2001-02,68,33,.673,2,,,,,829,325,.718,26,14,5,3
Tod Kowalczyk,Green Bay,Horizon,,17,11,.607,,,,,2002-03,27,31,.466,,,,,,27,31,.466,,,,
Mike Krzyzewski,Duke,ACC,,31,6,.838,2,6,Lost National Semifinal,,1980-81,621,181,.774,20,15,10,3,,694,240,.743,20,15,10,3
Mike LaPlante,Jacksonville State,OVC,,14,14,.500,,,,,2000-01,56,59,.487,,,,,,56,59,.487,,,,
Robbie Laing,Campbell,A-Sun,,3,24,.111,,,,,2003-04,3,24,.111,,,,,,3,24,.111,,,,
Rob Lanier,Siena,MAAC,,14,16,.467,,,,,2001-02,52,46,.531,1,,,,,52,46,.531,1,,,
Steve Lappas,UMass,A-10,,10,19,.345,,,,,2001-02,34,53,.391,,,,,,264,225,.540,4,,,
Jim Larranaga,George Mason,CAA,,23,10,.697,,,,,1997-98,123,84,.594,2,,,,,292,229,.560,2,,,
Dale Layer,Colorado State,MWC,,13,16,.448,,,,,2000-01,59,61,.492,1,,,,,59,61,.492,1,,,
Jeff Lebo,Chattanooga,Southern,,19,11,.633,,,,,2002-03,40,20,.667,,,,,,115,63,.646,,,,
Bob Leckie,St. Peter's,MAAC,,17,12,.586,,,,,2000-01,35,79,.307,,,,,,35,79,.307,,,,
Dave Leitao,DePaul,CUSA,,22,10,.688,,,Lost Second Round,,2002-03,38,23,.623,1,,,,,60,58,.508,1,,,
Jim Les,Bradley,MVC,,15,16,.484,,,,,2002-03,27,34,.443,,,,,,27,34,.443,,,,
Todd Lickliter,Butler,Horizon,,16,14,.533,,,,,2001-02,69,26,.726,1,1,,,,69,26,.726,1,1,,
Dave Loos,Austin Peay,OVC,,22,10,.688,,,,,1990-91,220,191,.535,2,,,,,220,191,.535,2,,,
Ray Lopes,Fresno State,WAC,,14,15,.483,,,,,2002-03,34,23,.596,,,,,,34,23,.596,,,,
Bart Lundy,High Point,Big South,,19,11,.633,,,,,2003-04,19,11,.633,,,,,,19,11,.633,,,,
Bobby Lutz,Charlotte,CUSA,,21,9,.700,,,Lost First Round,,1998-99,114,75,.603,4,,,,,114,75,.603,4,,,
Mike MacDonald,Canisius,MAAC,,10,20,.333,,,,,1997-98,88,115,.433,,,,,,88,115,.433,,,,
Nick Macarchuk,Stony Brook,AEC,,10,20,.333,,,,,1999-00,52,91,.364,,,,,,362,411,.468,1,,,
Kyle Macy,Morehead State,OVC,,16,13,.552,,,,,1997-98,91,105,.464,,,,,,91,105,.464,,,,
Don Maestri,Troy,A-Sun,,24,7,.774,,,,,1993-94,171,141,.548,1,,,,,171,141,.548,1,,,
Dave Magarity,Marist,MAAC,,6,22,.214,,,,,1986-87,253,259,.494,1,,,,,313,335,.483,1,,,
Rick Majerus,Utah,MWC,,15,5,.750,,,Lost First Round,,1989-90,323,95,.773,11,4,1,,,422,147,.742,12,4,1,
Bob Marlin,Sam Houston,Southland,,13,15,.464,,,,,1998-99,98,72,.576,1,,,,,98,72,.576,1,,,
Donnie Marsh *,Florida International,Sun Belt,,5,22,.185,,,,,2000-01,31,84,.270,,,,,,31,84,.270,,,,
Gregg Marshall,Winthrop,Big South,,16,12,.571,,,,,1998-99,115,64,.642,4,,,,,115,64,.642,4,,,
Phil Martelli,St. Joseph's,A-10,,30,2,.938,17,5,Lost Regional Final,,1995-96,179,99,.644,4,2,,,,179,99,.644,4,2,,
John Masi,UC-Riverside,Big West,,11,17,.393,,,,,2001-02,25,53,.321,,,,,,25,53,.321,,,,
Philip Mathews,San Francisco,WCC,,17,14,.548,,,,,1995-96,138,124,.527,1,,,,,138,124,.527,1,,,
Thad Matta,Xavier,A-10,,26,11,.703,,,Lost Regional Final,,2001-02,78,23,.772,3,1,,,,102,31,.767,4,1,,
Fran McCaffery,UNC Greensboro,Southern,,11,17,.393,,,,,1999-00,72,75,.490,1,,,,,121,114,.515,2,,,
Ray McCallum,Houston,CUSA,,9,18,.333,,,,,2000-01,44,73,.376,,,,,,170,149,.533,2,,,
Eddie McCarter,UT Arlington,Southland,,17,12,.586,,,,,1992-93,152,180,.458,,,,,,152,180,.458,,,,
Steve McClain,Wyoming,MWC,,11,17,.393,,,,,1998-99,111,69,.617,1,,,,,111,69,.617,1,,,
Mike McConathy,Northwestern State,Southland,,11,17,.393,,,,,1999-00,66,82,.446,1,,,,,66,82,.446,1,,,
Robert McCullum,South Florida,CUSA,,7,20,.259,,,,,2003-04,7,20,.259,,,,,,51,65,.440,,,,
Greg McDermott,Northern Iowa,MVC,,21,10,.677,,,Lost First Round,,2001-02,46,42,.523,1,,,,,46,42,.523,1,,,
Ritchie McKay,New Mexico,MWC,,14,14,.500,,,,,2002-03,24,32,.429,,,,,,107,121,.469,,,,
Bob McKillop,Davidson,Southern,,17,12,.586,,,,,1989-90,239,193,.553,2,,,,,239,193,.553,2,,,
Steve Merfeld,Evansville,MVC,,7,22,.241,,,,,2002-03,19,38,.333,,,,,,109,95,.534,2,,,
Joe Mihalich,Niagara,MAAC,,22,10,.688,,,,,1998-99,106,73,.592,,,,,,106,73,.592,,,,
Glen Miller,Brown,Ivy,,14,13,.519,,,,,1999-00,71,66,.518,,,,,,71,66,.518,,,,
Fang Mitchell,Coppin State,MEAC,,18,14,.562,,,,,1986-87,304,228,.571,3,,,,,304,228,.571,3,,,
Dan Monson,Minnesota,Big Ten,,12,18,.400,,,,,1999-00,79,75,.513,,,,,,131,92,.587,1,1,,
Mike Montgomery,Stanford,Pac-10,,30,2,.938,19,1,Lost Second Round,,1986-87,392,168,.700,12,3,1,,,546,245,.690,12,3,1,
Wayne Morgan,Iowa State,Big 12,,20,13,.606,,,,,2003-04,20,13,.606,,,,,,111,97,.534,,,,
Stew Morrill,Utah State,Big West,,25,4,.862,,25,,,1998-99,143,46,.757,3,,,,,361,184,.662,4,,,
