,,,,2002-03 Season,2002-03 Season,2002-03 Season,2002-03 Season,2002-03 Season,2002-03 Season,,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall
Danny Nee,Duquesne,A-10,,9,21,.300,,,,,2001-02,18,40,.310,,,,,,386,319,.548,7,,,
Doug Noll,Purdue Fort Wayne,Ind,,9,21,.300,,,,,2002-03,9,21,.300,,,,,,9,21,.300,,,,
Dennis Nutt,Texas State,Southland,,17,12,.586,,,,,2000-01,42,43,.494,,,,,,42,43,.494,,,,
Dickey Nutt,Arkansas State,Sun Belt,,13,15,.464,,,,,1995-96,117,113,.509,1,,,,,117,113,.509,1,,,
Jim O'Brien *,Ohio State,Big Ten,,17,15,.531,,,,,1997-98,119,72,.623,4,1,1,,,354,289,.551,7,2,1,
Fran O'Hanlon,Lafayette,Patriot,,13,16,.448,,,,,1995-96,123,107,.535,2,,,,,123,107,.535,2,,,
Tim O'Shea,Ohio,MAC,,14,16,.467,,,,,2001-02,31,27,.534,,,,,,31,27,.534,,,,
Tim O'Toole,Fairfield,MAAC,,19,12,.613,,,,,1998-99,69,75,.479,,,,,,69,75,.479,,,,
Dave Odom,South Carolina,SEC,,12,16,.429,,,,,2001-02,34,31,.523,,,,,,311,206,.602,8,3,,
Doug Oliver,Idaho State,Big Sky,,15,14,.517,,,,,1998-99,53,84,.387,,,,,,53,84,.387,,,,
Lute Olson,Arizona,Pac-10,,28,4,.875,1,2,Lost Regional Final,,1983-84,497,149,.769,19,10,4,1,,686,244,.738,24,12,5,1
Louis Orr,Seton Hall,Big East,,17,13,.567,,,,,2001-02,29,31,.483,,,,,,49,42,.538,,,,
Ricardo Patton,Colorado,Big 12,,20,12,.625,,,Lost First Round,,1995-96,125,103,.548,2,,,,,125,103,.548,2,,,
Bruce Pearl,Milwaukee,Horizon,,24,8,.750,,,Lost First Round,,2001-02,40,21,.656,1,,,,,40,21,.656,1,,,
Tom Pecora,Hofstra,CAA,,8,21,.276,,,,,2001-02,20,41,.328,,,,,,20,41,.328,,,,
John Pelphrey,South Alabama,Sun Belt,,14,14,.500,,,,,2002-03,14,14,.500,,,,,,14,14,.500,,,,
Leonard Perry,Idaho,Big West,,13,15,.464,,,,,2001-02,22,34,.393,,,,,,22,34,.393,,,,
Michael Perry,Georgia State,A-Sun,,10,9,.526,,,,,2002-03,10,9,.526,,,,,,10,9,.526,,,,
Buzz Peterson,Tennessee,SEC,,17,12,.586,,,,,2001-02,32,28,.533,,,,,,137,78,.637,1,,,
Vann Pettaway,Alabama A&M,SWAC,,8,19,.296,,,,,1998-99,72,67,.518,,,,,,72,67,.518,,,,
Jim Phelan,Mount St. Mary's,NEC,,11,16,.407,,,,,1988-89,179,242,.425,2,,,,,179,242,.425,2,,,
John Phillips,Tulsa,WAC,,23,10,.697,25,,Lost Second Round,,2001-02,50,17,.746,2,,,,,50,17,.746,2,,,
Rick Pitino,Louisville,CUSA,,25,7,.781,,14,Lost Second Round,,2001-02,44,20,.688,1,,,,,398,148,.729,9,6,4,1
Jim Platt,Charleston Southern,Big South,,14,14,.500,,,,,2000-01,36,50,.419,,,,,,91,110,.453,,,,
Jeff Price,Georgia Southern,Southern,,16,13,.552,,,,,1999-00,63,52,.548,,,,,,63,52,.548,,,,
Tic Price,McNeese State,Southland,,15,14,.517,,,,,2001-02,36,23,.610,1,,,,,129,77,.626,2,,,
Skip Prosser,Wake Forest,ACC,,25,6,.806,,8,Lost Second Round,,2001-02,46,19,.708,2,,,,,211,97,.685,7,,,
Oliver Purnell,Dayton,A-10,,24,6,.800,,16,Lost First Round,,1994-95,155,116,.572,2,,,,,256,191,.573,3,,,
Duane Reboul,Birmingham-Southern,Ind,,19,9,.679,,,,,2002-03,19,9,.679,,,,,,19,9,.679,,,,
Clifford Reed,Bethune-Cookman,MEAC,,8,22,.267,,,,,2001-02,14,27,.341,,,,,,14,27,.341,,,,
Larry Reynolds,Long Beach State,Big West,,5,22,.185,,,,,2002-03,5,22,.185,,,,,,5,22,.185,,,,
Keith Richard,Louisiana Tech,WAC,,12,15,.444,,,,,1998-99,91,54,.628,,,,,,91,54,.628,,,,
Nolan Richardson III,Tennessee State,OVC,,2,9,.182,,,,,2000-01,23,45,.338,,,,,,23,45,.338,,,,
Tom Richardson,Illinois State,MVC,,8,21,.276,,,,,1999-00,56,64,.467,,,,,,56,64,.467,,,,
John Robic,Youngstown State,Horizon,,9,20,.310,,,,,1999-00,45,70,.391,,,,,,45,70,.391,,,,
Lorenzo Romar,Washington,Pac-10,,10,17,.370,,,,,2002-03,10,17,.370,,,,,,103,105,.495,1,,,
Phil Rowe,New Hampshire,AEC,,5,23,.179,,,,,1999-00,26,86,.232,,,,,,26,86,.232,,,,
Jeff Ruland,Iona,MAAC,,17,12,.586,,,,,1998-99,88,65,.575,2,,,,,88,65,.575,2,,,
Bo Ryan,Wisconsin,Big Ten,,24,8,.750,,21,Lost Regional Semifinal,,2001-02,43,21,.672,2,1,,,,73,48,.603,2,1,,
Kelvin Sampson,Oklahoma,Big 12,,27,7,.794,3,3,Lost Regional Final,,1994-95,214,81,.725,9,3,1,,,317,184,.633,10,3,1,
Byron Samuels,Radford,Big South,,10,20,.333,,,,,2002-03,10,20,.333,,,,,,27,56,.325,,,,
Rick Samuels,Eastern Illinois,OVC,,14,15,.483,,,,,1981-82,326,312,.511,2,,,,,329,318,.509,2,,,
Scott Sanderson,Lipscomb,Ind,,8,20,.286,,,,,2002-03,8,20,.286,,,,,,8,20,.286,,,,
Ed Schilling,Wright State,Horizon,,10,18,.357,,,,,1997-98,75,93,.446,,,,,,75,93,.446,,,,
Mark Schmidt,Robert Morris,NEC,,10,17,.370,,,,,2001-02,22,35,.386,,,,,,22,35,.386,,,,
Heath Schroyer,Portland State,Big Sky,,5,22,.185,,,,,2002-03,5,22,.185,,,,,,5,22,.185,,,,
Joe Scott,Air Force,MWC,,12,16,.429,,,,,2000-01,29,56,.341,,,,,,29,56,.341,,,,
Rick Scruggs,Gardner-Webb,A-Sun,,5,24,.172,,,,,2002-03,5,24,.172,,,,,,5,24,.172,,,,
Bill Self,Illinois,Big Ten,,25,7,.781,,11,Lost Second Round,,2000-01,78,24,.765,3,2,,,,207,105,.663,5,3,,
Herb Sendek,NC State,ACC,,18,13,.581,,,Lost First Round,,1996-97,127,98,.564,2,,,,,190,124,.605,3,,,
Steve Shurina,Western Carolina,Southern,,9,19,.321,,,,,2000-01,27,60,.310,,,,,,27,60,.310,,,,
Larry Shyatt,Clemson,ACC,,15,13,.536,,,,,1998-99,70,84,.455,,,,,,89,93,.489,,,,
Mark Simons,Elon,Big South,,12,15,.444,,,,,1999-00,47,66,.416,,,,,,47,66,.416,,,,
Al Skinner Jr,Boston College,Big East,,19,12,.613,,,,,1997-98,98,85,.536,2,,,,,236,211,.528,4,,,
Mark Slonaker,Mercer,A-Sun,,23,6,.793,,,,,1997-98,67,104,.392,,,,,,68,128,.347,,,,
Jay Smith,Central Michigan,MAC,,25,7,.781,,,Lost Second Round,,1997-98,75,94,.444,1,,,,,75,94,.444,1,,,
Tubby Smith,Kentucky,SEC,,32,4,.889,17,1,Lost Regional Final,,1997-98,164,47,.777,6,5,1,1,,288,109,.725,10,8,1,1
Quin Snyder,Missouri,Big 12,,22,11,.667,19,24,Lost Second Round,,1999-00,84,49,.632,4,1,,,,84,49,.632,4,1,,
Brad Soderberg,Saint Louis,CUSA,,16,14,.533,,,,,2002-03,16,14,.533,,,,,,32,24,.571,1,,,
Kirk Speraw,UCF,A-Sun,,21,11,.656,,,,,1993-94,146,148,.497,2,,,,,146,148,.497,2,,,
Rob Spivery,Alabama State,SWAC,,14,15,.483,,,,,1996-97,98,106,.480,1,,,,,98,106,.480,1,,,
Charles Spoonhour,UNLV,MWC,,21,11,.656,,,,,2001-02,42,22,.656,,,,,,361,193,.652,8,,,
Kevin Stallings,Vanderbilt,SEC,,11,18,.379,,,,,1999-00,62,59,.512,,,,,,185,122,.603,2,,,
Rick Stansbury,Mississippi State,SEC,,21,10,.677,12,20,Lost First Round,,1998-99,100,60,.625,2,,,,,100,60,.625,2,,,
Jerry Steele,High Point,Big South,,7,20,.259,,,,,1999-00,37,76,.327,,,,,,37,76,.327,,,,
Andy Stoglin,Jackson State,SWAC,,10,18,.357,,,,,1989-90,197,216,.477,2,,,,,229,242,.486,2,,,
Ricky Stokes,Virginia Tech,Big East,,11,18,.379,,,,,1999-00,45,70,.391,,,,,,45,70,.391,,,,
Lafayette Stribling,Mississippi Valley State,SWAC,,15,14,.517,,,,,1983-84,270,296,.477,3,,,,,270,296,.477,3,,,
Pete Strickland,Coastal Carolina,Big South,,13,15,.464,,,,,1998-99,46,93,.331,,,,,,46,93,.331,,,,
Frank Sullivan,Harvard,Ivy,,12,15,.444,,,,,1991-92,137,177,.436,,,,,,137,177,.436,,,,
Tom Sullivan,UMBC,NEC,,7,20,.259,,,,,1995-96,99,125,.442,,,,,,101,151,.401,,,,
Eddie Sutton,Oklahoma State,Big 12,,22,10,.688,,,Lost Second Round,,1990-91,294,124,.703,11,4,1,,,726,289,.715,24,11,2,
Mike Sutton,Tennessee Tech,OVC,,20,12,.625,,,,,2002-03,20,12,.625,,,,,,20,12,.625,,,,
Scott Sutton,Oral Roberts,Mid-Cont,,18,10,.643,,,,,1999-00,58,60,.492,,,,,,58,60,.492,,,,
Billy Taylor,Lehigh,Patriot,,16,12,.571,,,,,2002-03,16,12,.571,,,,,,16,12,.571,,,,
Blaine Taylor,Old Dominion,CAA,,12,15,.444,,,,,2001-02,25,31,.446,,,,,,166,97,.631,2,,,
Bob Thomason,Pacific,Big West,,12,16,.429,,,,,1988-89,234,201,.538,1,,,,,234,201,.538,1,,,
Derek Thompson,Morris Brown,Ind,,8,20,.286,,,,,2001-02,13,44,.228,,,,,,13,44,.228,,,,
John Thompson III,Princeton,Ivy,,16,11,.593,,,,,2000-01,48,34,.585,1,,,,,48,34,.585,1,,,
Jimmy Tillette,Samford,A-Sun,,13,15,.464,,,,,1997-98,102,73,.583,2,,,,,102,73,.583,2,,,
Monte Towe,New Orleans,Sun Belt,,15,14,.517,,,,,2001-02,30,28,.517,,,,,,30,28,.517,,,,
Thomas Trotter,Maryland-Eastern Shore,MEAC,,5,23,.179,,,,,2000-01,28,57,.329,,,,,,28,57,.329,,,,
Mark Turgeon,Wichita State,MVC,,18,12,.600,,,,,2000-01,42,46,.477,,,,,,67,75,.472,,,,
Jan Van Breda Kolff,St. Bonaventure,A-10,,13,14,.481,,,,,2001-02,30,27,.526,,,,,,204,155,.568,2,,,
Mike Vining,Louisiana-Monroe,Southland,,12,16,.429,,,,,1981-82,381,265,.590,7,,,,,381,265,.590,7,,,
Jerry Wainwright,Richmond,A-10,,15,14,.517,,,,,2002-03,15,14,.517,,,,,,151,117,.563,2,,,
Al Walker,Binghamton,AEC,,14,13,.519,,,,,2001-02,23,32,.418,,,,,,50,83,.376,,,,
Riley Wallace,Hawaii,WAC,,19,12,.613,,,,,1987-88,262,216,.548,3,,,,,277,243,.533,3,,,
Royce Waltman,Indiana State,MVC,,7,24,.226,,,,,1997-98,88,91,.492,2,,,,,88,91,.492,2,,,
Gary Waters,Rutgers,Big East,,12,16,.429,,,,,2001-02,30,29,.508,,,,,,122,89,.578,2,,,
Melvin Watkins,Texas A&M,Big 12,,14,14,.500,,,,,1998-99,53,91,.368,,,,,,95,111,.461,2,,,
Perry Watson,Detroit Mercy,Horizon,,18,12,.600,,,,,1993-94,194,113,.632,2,,,,,194,113,.632,2,,,
Derek Waugh,Stetson,A-Sun,,7,20,.259,,,,,2000-01,34,48,.415,,,,,,34,48,.415,,,,
Bruce Weber,Southern Illinois,MVC,,24,7,.774,,,Lost First Round,,1998-99,103,54,.656,2,1,,,,103,54,.656,2,1,,
Tim Welsh,Providence,Big East,,18,14,.562,,,,,1998-99,81,73,.526,1,,,,,151,95,.614,2,,,
Paul Westphal,Pepperdine,WCC,,15,13,.536,,,,,2001-02,37,22,.627,1,,,,,37,22,.627,1,,,
Greg White,Marshall,MAC,,14,15,.483,,,,,1996-97,115,84,.578,,,,,,115,84,.578,,,,
Davey Whitney,Alcorn State,SWAC,,14,19,.424,,,,,1977-78,332,230,.591,6,,,,,332,230,.591,6,,,
Dereck Whittenburg,Wagner,NEC,,21,11,.656,,,Lost First Round,,1999-00,67,50,.573,1,,,,,67,50,.573,1,,,
Ralph Willard,Holy Cross,Patriot,,26,5,.839,,,Lost First Round,,1999-00,76,46,.623,3,,,,,220,170,.564,5,1,,
Bob Williams,UCSB,Big West,,18,14,.562,,,,,1998-99,80,67,.544,1,,,,,80,67,.544,1,,,
Gary Williams,Maryland,ACC,,21,10,.677,13,17,Lost Regional Semifinal,,1989-90,295,153,.658,10,7,2,1,,502,281,.641,13,9,2,1
Roy Williams,Kansas,Big 12,,30,8,.789,2,6,Lost National Final,,1988-89,418,101,.805,14,9,4,,,418,101,.805,14,9,4,
Willis Wilson,Rice,WAC,,19,10,.655,,,,,1992-93,146,165,.469,,,,,,146,165,.469,,,,
Reggie Witherspoon,Buffalo,MAC,,5,23,.179,,,,,1999-00,24,85,.220,,,,,,24,85,.220,,,,
Dennis Wolff,Boston University,AEC,,20,11,.645,,,,,1994-95,149,118,.558,2,,,,,149,118,.558,2,,,
Jim Wooldridge,Kansas State,Big 12,,13,17,.433,,,,,2000-01,37,51,.420,,,,,,135,150,.474,1,,,
Jay Wright,Villanova,Big East,,15,16,.484,,,,,2001-02,34,29,.540,,,,,,156,114,.578,2,,,
Larry Wright,Grambling,SWAC,,12,18,.400,,,,,1999-00,30,85,.261,,,,,,30,85,.261,,,,
Mike Young,Wofford,Southern,,14,15,.483,,,,,2002-03,14,15,.483,,,,,,14,15,.483,,,,
Rich Zvosec,Kansas City,Mid-Cont,,9,20,.310,,,,,2001-02,27,31,.466,,,,,,65,79,.451,,,,
