,,,,2002-03 Season,2002-03 Season,2002-03 Season,2002-03 Season,2002-03 Season,2002-03 Season,,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall
John Calipari,Memphis,CUSA,,23,7,.767,,19,Lost First Round,,2000-01,71,31,.696,1,,,,,264,102,.721,6,3,1,
Dave Calloway,Monmouth,NEC,,15,13,.536,,,,,1997-98,74,82,.474,1,,,,,74,82,.474,1,,,
Bret Campbell,UT-Martin,OVC,,14,14,.500,,,,,1999-00,49,65,.430,,,,,,49,65,.430,,,,
Jeff Capel III,VCU,CAA,,18,10,.643,,,,,2002-03,18,10,.643,,,,,,18,10,.643,,,,
Bill Carmody,Northwestern,Big Ten,,12,17,.414,,,,,2000-01,39,49,.443,,,,,,131,74,.639,2,,,
Terry Carroll,Denver,Sun Belt,,17,15,.531,,,,,2001-02,25,35,.417,,,,,,25,35,.417,,,,
Tim Carter,UTSA,Southland,,10,17,.370,,,,,1995-96,115,108,.516,1,,,,,115,108,.516,1,,,
John Chaney,Temple,A-10,,18,16,.529,,,,,1982-83,468,210,.690,17,5,,,,468,210,.690,17,5,,
Jim Christian,Kent State,MAC,,21,10,.677,,,,,2002-03,21,10,.677,,,,,,21,10,.677,,,,
Perry Clark,Miami (FL),Big East,,11,17,.393,,,,,2000-01,51,38,.573,1,,,,,236,183,.563,4,,,
Steve Cleveland,BYU,MWC,,23,9,.719,,,Lost First Round,,1997-98,108,78,.581,2,,,,,108,78,.581,2,,,
Charlie Coles,Miami (OH),MAC,,13,15,.464,,,,,1996-97,120,93,.563,2,1,,,,211,178,.542,3,1,,
Barry Collier,Nebraska,Big 12,,11,19,.367,,,,,2000-01,38,50,.432,,,,,,234,182,.562,3,,,
Bobby Collins,Hampton,MEAC,,19,11,.633,,,,,2002-03,19,11,.633,,,,,,19,11,.633,,,,
Jimmy Collins,UIC,Horizon,,21,9,.700,,,,,1996-97,107,101,.514,2,,,,,107,101,.514,2,,,
Ronnie Courtney,Texas Southern,SWAC,,18,13,.581,,,Lost Opening Round,,2001-02,29,30,.492,1,,,,,29,30,.492,1,,,
Joe Cravens,Weber State,Big Sky,,26,6,.812,,,Lost First Round,,1999-00,77,41,.653,1,,,,,131,94,.582,1,,,
Tom Crean,Marquette,CUSA,,27,6,.818,18,9,Lost National Semifinal,,1999-00,83,41,.669,2,1,1,,,83,41,.669,2,1,1,
Jim Crews,Army,Patriot,,5,22,.185,,,,,2002-03,5,22,.185,,,,,,299,231,.564,4,,,
Dan Dakich,Bowling Green State,MAC,,13,16,.448,,,,,1997-98,102,73,.583,,,,,,102,73,.583,,,,
Donny Daniels,Cal State Fullerton,Big West,,10,19,.345,,,,,2000-01,20,64,.238,,,,,,20,64,.238,,,,
Ed Daniels,Savannah State,Ind,,3,24,.111,,,,,2002-03,3,24,.111,,,,,,3,24,.111,,,,
Dick Davey,Santa Clara,WCC,,13,15,.464,,,,,1992-93,186,132,.585,3,,,,,186,132,.585,3,,,
Emmett Davis,Colgate,Patriot,,14,14,.500,,,,,1998-99,71,70,.504,,,,,,71,70,.504,,,,
Kermit Davis Jr,Middle Tennessee,Sun Belt,,16,14,.533,,,,,2002-03,16,14,.533,,,,,,87,64,.576,2,,,
Larry Davis,Furman,Southern,,14,17,.452,,,,,1997-98,76,101,.429,,,,,,76,101,.429,,,,
Mike Davis,Indiana,Big Ten,,21,13,.618,21,,Lost Second Round,,2000-01,67,38,.638,3,1,1,,,67,38,.638,3,1,1,
Ed DeChellis,ETSU,Southern,,20,11,.645,,,Lost First Round,,1996-97,105,93,.530,1,,,,,105,93,.530,1,,,
Joe DeSantis,Quinnipiac,NEC,,17,12,.586,,,,,1998-99,64,77,.454,,,,,,64,77,.454,,,,
Don DeVoe,Navy,Patriot,,8,20,.286,,,,,1992-93,179,138,.565,3,,,,,507,366,.581,10,2,,
Mike Deane,Lamar,Southland,,13,14,.481,,,,,1999-00,52,62,.456,1,,,,,318,194,.621,4,,,
Mike Dement,SMU,WAC,,17,13,.567,,,,,1995-96,128,105,.549,,,,,,250,228,.523,1,,,
Pat Dennis,The Citadel,Southern,,8,20,.286,,,,,1992-93,129,174,.426,,,,,,129,174,.426,,,,
Howie Dickenman,Central Connecticut,NEC,,15,13,.536,,,,,1996-97,112,92,.549,2,,,,,112,92,.549,2,,,
Sherman Dillard,James Madison,CAA,,13,17,.433,,,,,1997-98,86,85,.503,,,,,,115,136,.458,,,,
Matt Doherty,UNC,ACC,,19,16,.543,,,,,2000-01,53,43,.552,1,,,,,75,58,.564,1,,,
Steve Donahue,Cornell,Ivy,,9,18,.333,,,,,2000-01,21,60,.259,,,,,,21,60,.259,,,,
Billy Donovan,Florida,SEC,,25,8,.758,7,10,Lost Second Round,,1996-97,149,73,.671,5,2,1,,,184,93,.664,5,2,1,
Neil Dougherty,TCU,CUSA,,9,19,.321,,,,,2002-03,9,19,.321,,,,,,9,19,.321,,,,
Pat Douglass,UC-Irvine,Big West,,20,9,.690,,,,,1997-98,95,77,.552,,,,,,95,77,.552,,,,
Scott Drew,Valparaiso,Mid-Cont,,20,11,.645,,,,,2002-03,20,11,.645,,,,,,20,11,.645,,,,
Lefty Driesell,Georgia State,A-Sun,,4,6,.400,,,,,1997-98,103,59,.636,1,,,,,786,394,.666,13,8,,
Jerry Dunn,Penn State,Big Ten,,7,21,.250,,,,,1995-96,117,121,.492,2,1,,,,117,121,.492,2,1,,
Fran Dunphy,Penn,Ivy,,22,6,.786,,,Lost First Round,,1989-90,253,135,.652,7,,,,,253,135,.652,7,,,
Randy Dunton,Liberty,Big South,,14,15,.483,,,,,1997-98,25,32,.439,,,,,,25,32,.439,,,,
Hugh Durham,Jacksonville,A-Sun,,13,16,.448,,,,,1997-98,77,91,.458,,,,,,605,402,.601,8,2,2,
Mick Durham,Montana State,Big Sky,,11,16,.407,,,,,1990-91,203,171,.543,1,,,,,203,171,.543,1,,,
Bo Ellis,Chicago State,Mid-Cont,,3,15,.167,,,,,1998-99,23,106,.178,,,,,,23,106,.178,,,,
Cliff Ellis,Auburn,SEC,,22,12,.647,,,Lost Regional Semifinal,,1994-95,172,111,.608,3,2,,,,522,324,.617,8,3,,
Craig Esherick,Georgetown,Big East,,19,15,.559,,,,,1998-99,90,59,.604,1,1,,,,90,59,.604,1,1,,
Larry Eustachy,Iowa State,Big 12,,17,14,.548,,,,,1998-99,101,59,.631,2,1,,,,260,145,.642,3,1,,
Bill Evans,Southern Utah,Mid-Cont,,11,17,.393,,,,,1991-92,159,156,.505,1,,,,,159,156,.505,1,,,
Jessie Evans,Louisiana,Sun Belt,,20,10,.667,,,,,1997-98,112,72,.609,1,,,,,112,72,.609,1,,,
Rob Evans,Arizona State,Pac-10,,20,12,.625,,,Lost Second Round,,1998-99,80,72,.526,1,,,,,166,153,.520,3,,,
Ron Everhart,Northeastern,AEC,,16,15,.516,,,,,2001-02,23,36,.390,,,,,,115,140,.451,,,,
Houston Fancher,Appalachian State,Southern,,19,10,.655,,,,,2000-01,40,48,.455,,,,,,40,48,.455,,,,
Larry Farmer,Loyola (IL),Horizon,,15,16,.484,,,,,1998-99,62,82,.431,,,,,,157,159,.497,1,,,
Dave Faucher,Dartmouth,Ivy,,8,19,.296,,,,,1991-92,133,183,.421,,,,,,133,183,.421,,,,
Dennis Felton,Western Kentucky,Sun Belt,,24,9,.727,20,,Lost First Round,,1998-99,100,54,.649,3,,,,,100,54,.649,3,,,
Jim Ferry,LIU,NEC,,9,19,.321,,,,,2002-03,9,19,.321,,,,,,9,19,.321,,,,
Mark Few,Gonzaga,WCC,,24,9,.727,22,,Lost Second Round,,1999-00,105,29,.784,4,2,,,,105,29,.784,4,2,,
Shawn Finney,Tulane,CUSA,,16,15,.516,,,,,2000-01,39,51,.433,,,,,,39,51,.433,,,,
Steve Fisher *,San Diego State,MWC,,16,14,.533,,,,,1999-00,56,63,.471,1,,,,,240,145,.623,8,4,3,1
Pat Flannery,Bucknell,Patriot,,14,15,.483,,,,,1994-95,135,121,.527,,,,,,135,121,.527,,,,
Bruiser Flint,Drexel,CAA,,19,12,.613,,,,,2001-02,33,26,.559,,,,,,119,98,.548,2,,,
Travis Ford,Eastern Kentucky,OVC,,11,17,.393,,,,,2000-01,25,56,.309,,,,,,25,56,.309,,,,
Jerry Francis,Prairie View,SWAC,,17,12,.586,,,,,2002-03,17,12,.586,,,,,,17,12,.586,,,,
Dwight Freeman,Norfolk State,MEAC,,14,15,.483,,,,,2002-03,14,15,.483,,,,,,60,80,.429,,,,
Ron Ganulin,St. Francis (NY),NEC,,14,16,.467,,,,,1991-92,159,179,.470,,,,,,159,179,.470,,,,
Gary Garner,Southeast Missouri State,OVC,,11,19,.367,,,,,1997-98,93,82,.531,1,,,,,188,186,.503,1,,,
Ray Giacoletti,Eastern Washington,Big Sky,,18,13,.581,,,,,2000-01,52,37,.584,,,,,,52,37,.584,,,,
John Giannini,Maine,AEC,,14,16,.467,,,,,1996-97,105,101,.510,,,,,,105,101,.510,,,,
Pete Gillen,Virginia,ACC,,16,16,.500,,,,,1998-99,86,65,.570,1,,,,,360,193,.651,9,2,,
Mike Gillespie,Florida A&M,MEAC,,17,12,.586,,,,,2001-02,26,31,.456,,,,,,26,31,.456,,,,
Billy Gillispie,UTEP,WAC,,6,24,.200,,,,,2002-03,6,24,.200,,,,,,6,24,.200,,,,
Bobby Gonzalez,Manhattan,MAAC,,23,7,.767,,,Lost First Round,,1999-00,69,46,.600,1,,,,,69,46,.600,1,,,
Mark Gottfried,Alabama,SEC,,17,12,.586,8,,Lost First Round,,1998-99,99,62,.615,2,,,,,167,86,.660,4,,,
Greg Graham,Boise State,WAC,,13,16,.448,,,,,2002-03,13,16,.448,,,,,,13,16,.448,,,,
Paul Graham,Washington State,Pac-10,,7,20,.259,,,,,1999-00,31,79,.282,,,,,,31,79,.282,,,,
James Green,Southern Miss,CUSA,,13,16,.448,,,,,1996-97,110,96,.534,,,,,,110,96,.534,,,,
Sidney Green,Florida Atlantic,A-Sun,,7,21,.250,,,,,1999-00,35,85,.292,1,,,,,35,85,.292,1,,,
Tom Green,FDU,NEC,,15,14,.517,,,,,1983-84,321,255,.557,3,,,,,321,255,.557,3,,,
Seth Greenberg,South Florida,CUSA,,15,14,.517,,,,,1996-97,108,100,.519,,,,,,213,170,.556,2,,,
Billy Hahn,La Salle,A-10,,12,17,.414,,,,,2001-02,27,34,.443,,,,,,69,79,.466,,,,
Leonard Hamilton,Florida State,ACC,,14,15,.483,,,,,2002-03,14,15,.483,,,,,,214,225,.487,3,1,,
Don Harnum,Rider,MAAC,,12,16,.429,,,,,1997-98,91,79,.535,,,,,,160,136,.541,,,,
Jim Harrick,Georgia,SEC,,19,8,.704,16,25,,,1999-00,67,53,.558,2,,,,,470,235,.667,16,4,1,1
Larry Harrison,Hartford,AEC,,16,13,.552,,,,,2000-01,34,55,.382,,,,,,34,55,.382,,,,
Stan Heath,Arkansas,SEC,,9,19,.321,,,,,2002-03,9,19,.321,,,,,,39,25,.609,1,1,,
David Henderson,Delaware,CAA,,15,14,.517,,,,,2000-01,49,40,.551,,,,,,49,40,.551,,,,
Lou Henson *,New Mexico State,Sun Belt,,20,9,.690,,,,,1966-67,290,138,.678,7,3,1,,,778,400,.660,19,7,2,
Bill Herrion,East Carolina,CUSA,,12,15,.444,,,,,1999-00,48,65,.425,,,,,,215,136,.613,3,,,
Tom Herrion,College of Charleston,Southern,,25,8,.758,,,,,2002-03,25,8,.758,,,,,,25,8,.758,,,,
Paul Hewitt,Georgia Tech,ACC,,16,15,.516,,,,,2000-01,48,44,.522,1,,,,,114,71,.616,2,,,
Scott Hicks,Loyola (MD),MAAC,,4,24,.143,,,,,2000-01,15,70,.176,,,,,,26,87,.230,,,,
Armond Hill,Columbia,Ivy,,2,25,.074,,,,,1995-96,72,141,.338,,,,,,72,141,.338,,,,
Bob Hill,Fordham,A-10,,2,26,.071,,,,,1999-00,36,78,.316,,,,,,36,78,.316,,,,
Barry Hinson,Missouri State,MVC,,17,12,.586,,,,,1999-00,70,54,.565,,,,,,106,77,.579,,,,
Dan Hipsher,Akron,MAC,,14,14,.500,,,,,1995-96,99,122,.448,,,,,,128,149,.462,,,,
Karl Hobbs,George Washington,A-10,,12,17,.414,,,,,2001-02,24,33,.421,,,,,,24,33,.421,,,,
Bob Hoffman,Texas-Rio Grande Valley,Ind,,10,20,.333,,,,,1999-00,54,63,.462,,,,,,54,63,.462,,,,
Brad Holland,San Diego,WCC,,18,12,.600,,,Lost First Round,,1994-95,144,111,.565,1,,,,,167,142,.540,1,,,
Van Holt,Arkansas-Pine Bluff,SWAC,,4,24,.143,,,,,2002-03,4,24,.143,,,,,,4,24,.143,,,,
Michael Holton,Portland,WCC,,11,17,.393,,,,,2001-02,17,41,.293,,,,,,17,41,.293,,,,
Ben Howland,Pitt,Big East,,28,5,.848,5,4,Lost Regional Semifinal,,1999-00,89,40,.690,2,2,,,,166,101,.622,3,2,,
Bob Huggins,Cincinnati,CUSA,,17,12,.586,23,,Lost First Round,,1989-90,348,113,.755,12,4,1,,,445,159,.737,13,4,1,
Michael Hunt,Towson,CAA,,4,24,.143,,,,,2001-02,15,42,.263,,,,,,15,42,.263,,,,
Curtis Hunter,North Carolina A&T,MEAC,,1,26,.037,,,,,1999-00,39,75,.342,,,,,,39,75,.342,,,,
Ron Hunter,IU Indianapolis,Mid-Cont,,20,14,.588,,,Lost First Round,,1998-99,64,84,.432,1,,,,,64,84,.432,1,,,
Tom Izzo,Michigan State,Big Ten,,22,13,.629,9,,Lost Regional Final,,1995-96,189,78,.708,6,5,3,1,,189,78,.708,6,5,3,1
Greg Jackson,Delaware State,MEAC,,15,12,.556,,,,,2000-01,44,40,.524,,,,,,44,40,.524,,,,
Mike Jarvis,St. John's (NY),Big East,,21,13,.618,,,,,1998-99,108,57,.655,3,1,,,,361,198,.646,9,2,,
Jerome Jenkins,Sacramento State,Big Sky,,12,17,.414,,,,,2000-01,26,58,.310,,,,,,26,58,.310,,,,
Ben Jobe,Southern,SWAC,,9,20,.310,,,,,1986-87,208,142,.594,4,,,,,255,179,.588,4,,,
Jay John,Oregon State,Pac-10,,13,15,.464,,,,,2002-03,13,15,.464,,,,,,13,15,.464,,,,
Kevin Johnson,Centenary (LA),Ind,,14,14,.500,,,,,1999-00,46,64,.418,,,,,,46,64,.418,,,,
Phil Johnson,San Jose State,WAC,,7,21,.250,,,,,1998-99,19,37,.339,,,,,,19,37,.339,,,,
Trent Johnson,Nevada,WAC,,18,14,.562,,,,,1999-00,54,65,.454,,,,,,54,65,.454,,,,
Bobby Jones,Saint Francis (PA),NEC,,14,14,.500,,,,,1999-00,39,71,.355,,,,,,39,71,.355,,,,
James Jones,Yale,Ivy,,14,13,.519,,,,,1999-00,52,61,.460,,,,,,52,61,.460,,,,
Jeff Jones,American,Patriot,,16,14,.533,,,,,2000-01,41,46,.471,,,,,,187,150,.555,5,2,,
Johnny Jones,North Texas,Sun Belt,,7,21,.250,,,,,2001-02,22,35,.386,,,,,,37,51,.420,,,,
Kevin Jones,Chicago State,Mid-Cont,,0,12,.000,,,,,2002-03,0,12,.000,,,,,,0,12,.000,,,,
Stan Joplin,Toledo,MAC,,13,16,.448,,,,,1996-97,116,89,.566,,,,,,116,89,.566,,,,
Rob Judson,Northern Illinois,MAC,,17,14,.548,,,,,2001-02,29,30,.492,,,,,,29,30,.492,,,,
Greg Kampe,Oakland,Mid-Cont,,17,11,.607,,,,,1999-00,59,57,.509,,,,,,59,57,.509,,,,
Kurt Kanaskie,Drake,MVC,,10,20,.333,,,,,1996-97,62,136,.313,,,,,,62,136,.313,,,,
Danny Kaspar,Stephen F. Austin,Southland,,21,8,.724,,,,,2000-01,43,40,.518,,,,,,43,40,.518,,,,
Gene Keady,Purdue,Big Ten,,19,11,.633,,,Lost Second Round,,1980-81,488,235,.675,17,5,,,,526,254,.674,18,5,,
Billy Kennedy,Southeastern Louisiana,Southland,,11,16,.407,,,,,1999-00,36,74,.327,,,,,,60,108,.357,,,,
Pat Kennedy,Montana,Big Sky,,13,17,.433,,,,,2002-03,13,17,.433,,,,,,406,293,.581,8,2,,
Ernie Kent,Oregon,Pac-10,,23,10,.697,11,,Lost First Round,,1997-98,117,68,.632,3,1,,,,207,148,.583,4,1,,
Jim Kerwin,Western Illinois,Mid-Cont,,7,21,.250,,,,,1992-93,134,175,.434,,,,,,134,175,.434,,,,
Bob Knight,Texas Tech,Big 12,,22,13,.629,,,,,2001-02,45,22,.672,1,,,,,806,314,.720,25,14,5,3
Tod Kowalczyk,Green Bay,Horizon,,10,20,.333,,,,,2002-03,10,20,.333,,,,,,10,20,.333,,,,
Mike Krzyzewski,Duke,ACC,,26,7,.788,6,7,Lost Regional Semifinal,,1980-81,590,175,.771,19,14,9,3,,663,234,.739,19,14,9,3
Mike LaPlante,Jacksonville State,A-Sun,,20,10,.667,,,,,2000-01,42,45,.483,,,,,,42,45,.483,,,,
Rob Lanier,Siena,MAAC,,21,11,.656,,,,,2001-02,38,30,.559,1,,,,,38,30,.559,1,,,
Steve Lappas,UMass,A-10,,11,18,.379,,,,,2001-02,24,34,.414,,,,,,254,206,.552,4,,,
Jim Larranaga,George Mason,CAA,,16,12,.571,,,,,1997-98,100,74,.575,2,,,,,269,219,.551,2,,,
Steve Lavin,UCLA,Pac-10,,10,19,.345,14,,,,1996-97,145,78,.650,6,5,,,,145,78,.650,6,5,,
Dale Layer,Colorado State,MWC,,19,14,.576,,,Lost First Round,,2000-01,46,45,.505,1,,,,,46,45,.505,1,,,
Jeff Lebo,Chattanooga,Southern,,21,9,.700,,,,,2002-03,21,9,.700,,,,,,96,52,.649,,,,
Bob Leckie,St. Peter's,MAAC,,10,19,.345,,,,,2000-01,18,67,.212,,,,,,18,67,.212,,,,
Billy Lee,Campbell,A-Sun,,5,22,.185,,,,,1985-86,216,286,.430,1,,,,,216,286,.430,1,,,
Dave Leitao,DePaul,CUSA,,16,13,.552,,,,,2002-03,16,13,.552,,,,,,38,48,.442,,,,
Jim Les,Bradley,MVC,,12,18,.400,,,,,2002-03,12,18,.400,,,,,,12,18,.400,,,,
Hosea Lewis,Tennessee State,OVC,,0,16,.000,,,,,2002-03,0,16,.000,,,,,,0,16,.000,,,,
Todd Lickliter,Butler,Horizon,,27,6,.818,,,Lost Regional Semifinal,,2001-02,53,12,.815,1,1,,,,53,12,.815,1,1,,
Dave Loos,Austin Peay,OVC,,23,8,.742,,,Lost First Round,,1990-91,198,181,.522,2,,,,,198,181,.522,2,,,
Ray Lopes,Fresno State,WAC,,20,8,.714,,,,,2002-03,20,8,.714,,,,,,20,8,.714,,,,
Bobby Lutz,Charlotte,CUSA,,13,16,.448,,,,,1998-99,93,66,.585,3,,,,,93,66,.585,3,,,
Mike MacDonald,Canisius,MAAC,,10,18,.357,,,,,1997-98,78,95,.451,,,,,,78,95,.451,,,,
Nick Macarchuk,Stony Brook,AEC,,13,15,.464,,,,,1999-00,42,71,.372,,,,,,352,391,.474,1,,,
Kyle Macy,Morehead State,OVC,,20,9,.690,,,,,1997-98,75,92,.449,,,,,,75,92,.449,,,,
Don Maestri,Troy,A-Sun,,26,6,.812,,,Lost First Round,,1993-94,147,134,.523,1,,,,,147,134,.523,1,,,
Dave Magarity,Marist,MAAC,,13,16,.448,,,,,1986-87,247,237,.510,1,,,,,307,313,.495,1,,,
Rick Majerus,Utah,MWC,,25,8,.758,,,Lost Second Round,,1989-90,308,90,.774,10,4,1,,,407,142,.741,11,4,1,
Bob Marlin,Sam Houston,Southland,,23,7,.767,,,Lost First Round,,1998-99,85,57,.599,1,,,,,85,57,.599,1,,,
Donnie Marsh,Florida International,Sun Belt,,8,21,.276,,,,,2000-01,26,62,.295,,,,,,26,62,.295,,,,
Gregg Marshall,Winthrop,Big South,,20,10,.667,,,,,1998-99,99,52,.656,4,,,,,99,52,.656,4,,,
Phil Martelli,St. Joseph's,A-10,,23,7,.767,,,Lost First Round,,1995-96,149,97,.606,3,1,,,,149,97,.606,3,1,,
John Masi,UC-Riverside,Big West,,6,18,.250,,,,,2001-02,14,36,.280,,,,,,14,36,.280,,,,
Rollie Massimino,Cleveland State,Horizon,,8,22,.267,,,,,1996-97,90,113,.443,,,,,,481,375,.562,11,5,1,1
Philip Mathews,San Francisco,WCC,,15,14,.517,,,,,1995-96,121,110,.524,1,,,,,121,110,.524,1,,,
Thad Matta,Xavier,A-10,,26,6,.812,10,12,Lost Second Round,,2001-02,52,12,.812,2,,,,,76,20,.792,3,,,
Fran McCaffery,UNC Greensboro,Southern,,7,22,.241,,,,,1999-00,61,58,.513,1,,,,,110,97,.531,2,,,
Ray McCallum,Houston,CUSA,,8,20,.286,,,,,2000-01,35,55,.389,,,,,,161,131,.551,2,,,
Eddie McCarter,UT Arlington,Southland,,16,13,.552,,,,,1992-93,135,168,.446,,,,,,135,168,.446,,,,
Steve McClain,Wyoming,MWC,,21,11,.656,,,,,1998-99,100,52,.658,1,,,,,100,52,.658,1,,,
Mike McConathy,Northwestern State,Southland,,6,21,.222,,,,,1999-00,55,65,.458,1,,,,,55,65,.458,1,,,
Robert McCullum,Western Michigan,MAC,,20,11,.645,,,,,2000-01,44,45,.494,,,,,,44,45,.494,,,,
Greg McDermott,Northern Iowa,MVC,,11,17,.393,,,,,2001-02,25,32,.439,,,,,,25,32,.439,,,,
Ritchie McKay,New Mexico,MWC,,10,18,.357,,,,,2002-03,10,18,.357,,,,,,93,107,.465,,,,
Bob McKillop,Davidson,Southern,,17,10,.630,,,,,1989-90,222,181,.551,2,,,,,222,181,.551,2,,,
Steve Merfeld,Evansville,MVC,,12,16,.429,,,,,2002-03,12,16,.429,,,,,,102,73,.583,2,,,
Joe Mihalich,Niagara,MAAC,,17,12,.586,,,,,1998-99,84,63,.571,,,,,,84,63,.571,,,,
Glen Miller,Brown,Ivy,,17,12,.586,,,,,1999-00,57,53,.518,,,,,,57,53,.518,,,,
Fang Mitchell,Coppin State,MEAC,,11,17,.393,,,,,1986-87,286,214,.572,3,,,,,286,214,.572,3,,,
Dan Monson,Minnesota,Big Ten,,19,14,.576,24,,,,1999-00,67,57,.540,,,,,,119,74,.617,1,1,,
Mike Montgomery,Stanford,Pac-10,,24,9,.727,,18,Lost Second Round,,1986-87,362,166,.686,11,3,1,,,516,243,.680,11,3,1,
Stew Morrill,Utah State,Big West,,24,9,.727,,,Lost First Round,,1998-99,118,42,.738,3,,,,,336,180,.651,4,,,
Porter Moser,Little Rock,Sun Belt,,18,12,.600,,,,,2000-01,54,34,.614,,,,,,54,34,.614,,,,
