,,,,2006-07 Season,2006-07 Season,2006-07 Season,2006-07 Season,2006-07 Season,2006-07 Season,,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall
Coach,School,Conference,,W,L,W-L%,AP Pre,AP Post,NCAA Tournament,,Since,W,L,W-L%,NCAA,S16,FF,Chmp,,W,L,W-L%,NCAA,S16,FF,Chmp
Thad Matta,Ohio State,Big Ten,,35,4,.897,7,1,Lost National Final,,2004-05,81,22,.786,2,1,1,,,183,53,.775,6,2,1,
Fran McCaffery,Siena,MAAC,,20,12,.625,,,,,2005-06,35,25,.583,,,,,,174,151,.535,2,,,
Steve McClain,Wyoming,MWC,,17,15,.531,,,,,1998-99,157,115,.577,1,,,,,157,115,.577,1,,,
Mike McConathy,Northwestern State,Southland,,17,15,.531,,,,,1999-00,130,117,.526,2,,,,,130,117,.526,2,,,
Robert McCullum,South Florida,Big East,,12,18,.400,,,,,2003-04,40,76,.345,,,,,,84,121,.410,,,,
Greg McDermott,Iowa State,Big 12,,15,16,.484,,,,,2006-07,15,16,.484,,,,,,105,79,.571,3,,,
Ritchie McKay,New Mexico,MWC,,15,17,.469,,,,,2002-03,82,69,.543,1,,,,,165,158,.511,1,,,
Bob McKillop,Davidson,Southern,,29,5,.853,,,Lost First Round,,1989-90,311,218,.588,4,,,,,311,218,.588,4,,,
Steve Merfeld,Evansville,MVC,,14,17,.452,,,,,2002-03,54,91,.372,,,,,,144,148,.493,2,,,
Joe Mihalich,Niagara,MAAC,,23,12,.657,,,Lost First Round,,1998-99,160,113,.586,2,,,,,160,113,.586,2,,,
Tim Miles,North Dakota State,Ind,,20,8,.714,,,,,2005-06,36,20,.643,,,,,,36,20,.643,,,,
Glen Miller,Penn,Ivy,,22,9,.710,,,Lost First Round,,2006-07,22,9,.710,1,,,,,115,108,.516,1,,,
Mike Miller,Eastern Illinois,OVC,,10,20,.333,,,,,2005-06,16,41,.281,,,,,,103,120,.462,1,,,
Sean Miller,Xavier,A-10,,25,9,.735,,,Lost Second Round,,2004-05,63,32,.663,2,,,,,63,32,.663,2,,,
Fang Mitchell,Coppin State,MEAC,,12,20,.375,,,,,1986-87,342,281,.549,3,,,,,342,281,.549,3,,,
Jim Molinari,Minnesota,Big Ten,,7,17,.292,,,,,2006-07,7,17,.292,,,,,,223,186,.545,2,,,
Randy Monroe,UMBC,AEC,,12,19,.387,,,,,2004-05,33,56,.371,,,,,,33,56,.371,,,,
Dan Monson,Minnesota,Big Ten,,2,5,.286,,,,,1999-00,118,106,.527,1,,,,,170,123,.580,2,1,,
Chris Mooney,Richmond,A-10,,8,22,.267,,,,,2005-06,21,39,.350,,,,,,39,51,.433,,,,
Stew Morrill,Utah State,WAC,,23,12,.657,,,,,1998-99,213,75,.740,5,,,,,431,213,.669,6,,,
Porter Moser,Illinois State,MVC,,15,16,.484,,,,,2003-04,51,67,.432,,,,,,105,101,.510,,,,
Benny Moss,UNC Wilmington,CAA,,7,22,.241,,,,,2006-07,7,22,.241,,,,,,7,22,.241,,,,
Scott Nagy,South Dakota State,Ind,,6,24,.200,,,,,2005-06,15,44,.254,,,,,,15,44,.254,,,,
Brian Nash,St. Francis (NY),NEC,,9,22,.290,,,,,2005-06,19,39,.328,,,,,,19,39,.328,,,,
George Nessman,San Jose State,WAC,,5,25,.167,,,,,2005-06,11,50,.180,,,,,,11,50,.180,,,,
Ernie Nestor,Elon,Southern,,7,23,.233,,,,,2003-04,42,78,.350,,,,,,110,159,.409,1,,,
Jeff Neubauer,Eastern Kentucky,OVC,,21,12,.636,,,Lost First Round,,2005-06,35,28,.556,1,,,,,35,28,.556,1,,,
Kevin Nickelberry,Hampton,MEAC,,15,16,.484,,,,,2006-07,15,16,.484,,,,,,15,16,.484,,,,
Dickey Nutt *,Arkansas State,Sun Belt,,18,15,.545,,,,,1995-96,180,170,.514,1,,,,,180,170,.514,1,,,
Joe O'Brien,Idaho State,Big Sky,,13,17,.433,,,,,2006-07,13,17,.433,,,,,,13,17,.433,,,,
Fran O'Hanlon,Lafayette,Patriot,,9,21,.300,,,,,1995-96,170,174,.494,2,,,,,170,174,.494,2,,,
Tim O'Shea,Ohio,MAC,,19,13,.594,,,,,2001-02,100,82,.549,1,,,,,100,82,.549,1,,,
Dave Odom,South Carolina,SEC,,14,16,.467,,,,,2001-02,114,86,.570,1,,,,,391,261,.600,9,3,,
Lute Olson,Arizona,Pac-10,,20,11,.645,10,,Lost First Round,,1983-84,587,190,.755,23,11,4,1,,776,285,.731,28,13,5,1
Matt Painter,Purdue,Big Ten,,22,12,.647,,,Lost Second Round,,2005-06,31,31,.500,1,,,,,56,36,.609,2,,,
Tom Parrotta,Canisius,MAAC,,12,19,.387,,,,,2006-07,12,19,.387,,,,,,12,19,.387,,,,
Jimmy Patsos,Loyola (MD),MAAC,,18,13,.581,,,,,2004-05,39,48,.448,,,,,,39,48,.448,,,,
Ricardo Patton,Colorado,Big 12,,7,20,.259,,,,,1995-96,184,160,.535,2,,,,,184,160,.535,2,,,
Bruce Pearl,Tennessee,SEC,,24,11,.686,25,25,Lost Regional Semifinal,,2005-06,46,19,.708,2,1,,,,132,57,.698,4,2,,
Tom Pecora,Hofstra,CAA,,22,10,.688,,,,,2001-02,103,82,.557,,,,,,103,82,.557,,,,
John Pelphrey,South Alabama,Sun Belt,,20,12,.625,,,,,2002-03,80,67,.544,1,,,,,80,67,.544,1,,,
Tommy Penders,Houston,CUSA,,18,15,.545,,,,,2004-05,57,39,.594,,,,,,530,382,.581,10,3,,
Michael Perry,Georgia State,CAA,,11,20,.355,,,,,2002-03,62,75,.453,,,,,,62,75,.453,,,,
Buzz Peterson,Coastal Carolina,Big South,,15,15,.500,,,,,2005-06,35,25,.583,,,,,,201,134,.600,1,,,
Vann Pettaway,Alabama A&M,SWAC,,10,20,.333,,,,,1998-99,126,131,.490,1,,,,,126,131,.490,1,,,
George Pfeifer,Idaho,WAC,,4,27,.129,,,,,2006-07,4,27,.129,,,,,,4,27,.129,,,,
Steve Pikiell,Stony Brook,AEC,,9,20,.310,,,,,2005-06,13,44,.228,,,,,,13,44,.228,,,,
J.P. Piper,Nicholls State,Southland,,8,22,.267,,,,,2004-05,23,61,.274,,,,,,23,61,.274,,,,
Rick Pitino,Louisville,Big East,,24,10,.706,,16,Lost Second Round,,2001-02,142,58,.710,4,1,1,,,496,186,.727,12,7,5,1
Jeff Price,Georgia Southern,Southern,,15,16,.484,,,,,1999-00,137,99,.581,,,,,,137,99,.581,,,,
Skip Prosser,Wake Forest,ACC,,15,16,.484,,,,,2001-02,126,68,.649,4,1,,,,291,146,.666,9,1,,
Oliver Purnell,Clemson,ACC,,25,11,.694,,,,,2003-04,70,58,.547,,,,,,326,249,.567,3,,,
Barclay Radebaugh,Charleston Southern,Big South,,8,22,.267,,,,,2005-06,21,38,.356,,,,,,21,38,.356,,,,
Randy Rahe,Weber State,Big Sky,,20,12,.625,,,Lost First Round,,2006-07,20,12,.625,1,,,,,20,12,.625,1,,,
Charles Ramsey,Eastern Michigan,MAC,,13,19,.406,,,,,2005-06,20,40,.333,,,,,,20,40,.333,,,,
Clifford Reed,Bethune-Cookman,MEAC,,9,21,.300,,,,,2001-02,59,101,.369,,,,,,59,101,.369,,,,
Eric Reveno,Portland,WCC,,9,23,.281,,,,,2006-07,9,23,.281,,,,,,9,23,.281,,,,
Larry Reynolds *,Long Beach State,Big West,,24,8,.750,,,Lost First Round,,2002-03,63,83,.432,1,,,,,63,83,.432,1,,,
Keith Richard,Louisiana Tech,WAC,,10,20,.333,,,,,1998-99,150,117,.562,,,,,,150,117,.562,,,,
Byron Rimm II,Prairie View,SWAC,,8,22,.267,,,,,2006-07,8,22,.267,,,,,,8,22,.267,,,,
Norm Roberts,St. John's (NY),Big East,,16,15,.516,,,,,2004-05,37,48,.435,,,,,,37,48,.435,,,,
Craig Robinson,Brown,Ivy,,11,18,.379,,,,,2006-07,11,18,.379,,,,,,11,18,.379,,,,
Steve Roccaforte,Lamar,Southland,,15,17,.469,,,,,2006-07,15,17,.469,,,,,,15,17,.469,,,,
Barry Rohrssen,Manhattan,MAAC,,13,17,.433,,,,,2006-07,13,17,.433,,,,,,13,17,.433,,,,
Lorenzo Romar,Washington,Pac-10,,19,13,.594,17,,,,2002-03,103,55,.652,3,2,,,,196,143,.578,4,2,,
Dave Rose,BYU,MWC,,25,9,.735,,24,Lost First Round,,2005-06,45,18,.714,1,,,,,45,18,.714,1,,,
Monte Ross,Delaware,CAA,,5,26,.161,,,,,2006-07,5,26,.161,,,,,,5,26,.161,,,,
Sergio Rouco *,Florida International,Sun Belt,,12,17,.414,,,,,2004-05,33,54,.379,,,,,,33,54,.379,,,,
Jeff Ruland,Iona,MAAC,,2,28,.067,,,,,1998-99,139,135,.507,3,,,,,139,135,.507,3,,,
Bo Ryan,Wisconsin,Big Ten,,30,6,.833,9,6,Lost Second Round,,2001-02,142,55,.721,6,2,,,,172,82,.677,6,2,,
Doc Sadler,Nebraska,Big 12,,17,14,.548,,,,,2006-07,17,14,.548,,,,,,65,32,.670,1,,,
Kelvin Sampson,Indiana,Big Ten,,21,11,.656,,,Lost Second Round,,2006-07,21,11,.656,1,,,,,403,223,.644,13,3,1,
Byron Samuels,Radford,Big South,,8,22,.267,,,,,2002-03,58,87,.400,,,,,,75,123,.379,,,,
Scott Sanderson,Lipscomb,A-Sun,,18,13,.581,,,,,2002-03,70,77,.476,,,,,,70,77,.476,,,,
Mark Schmidt,Robert Morris,NEC,,17,11,.607,,,,,2001-02,82,90,.477,,,,,,82,90,.477,,,,
Tom Schuberth,Texas-Rio Grande Valley,Ind,,14,15,.483,,,,,2006-07,14,15,.483,,,,,,14,15,.483,,,,
Joe Scott,Princeton,Ivy,,11,17,.393,,,,,2004-05,38,45,.458,,,,,,89,108,.452,1,,,
Rick Scruggs,Gardner-Webb,A-Sun,,9,21,.300,,,,,2002-03,58,89,.395,,,,,,58,89,.395,,,,
Bill Self,Kansas,Big 12,,33,5,.868,3,2,Lost Regional Final,,2003-04,105,29,.784,4,2,,,,312,134,.700,9,5,,
Herb Sendek,Arizona State,Pac-10,,8,22,.267,,,,,2006-07,8,22,.267,,,,,,262,180,.593,6,1,,
Tony Shaver,William & Mary,CAA,,15,15,.500,,,,,2003-04,38,77,.330,,,,,,38,77,.330,,,,
Steve Shields,Little Rock,Sun Belt,,13,17,.433,,,,,2003-04,62,54,.534,,,,,,62,54,.534,,,,
John Shulman,Chattanooga,Southern,,15,18,.455,,,,,2004-05,54,42,.562,1,,,,,54,42,.562,1,,,
Dave Simmons,McNeese State,Southland,,15,17,.469,,,,,2006-07,15,17,.469,,,,,,15,17,.469,,,,
Al Skinner Jr,Boston College,ACC,,21,12,.636,15,,Lost Second Round,,1997-98,196,120,.620,6,1,,,,334,246,.576,8,1,,
Jerry Slocum,Youngstown State,Horizon,,14,17,.452,,,,,2005-06,21,38,.356,,,,,,21,38,.356,,,,
Mark Slonaker,Mercer,A-Sun,,13,17,.433,,,,,1997-98,117,170,.408,,,,,,118,194,.378,,,,
Tubby Smith,Kentucky,SEC,,22,12,.647,22,,Lost Second Round,,1997-98,263,83,.760,10,6,1,1,,387,145,.727,14,9,1,1
Brad Soderberg,Saint Louis,A-10,,20,13,.606,,,,,2002-03,80,74,.519,,,,,,96,84,.533,1,,,
Anthony Solomon,St. Bonaventure,A-10,,7,22,.241,,,,,2003-04,24,88,.214,,,,,,24,88,.214,,,,
Kirk Speraw,UCF,CUSA,,22,9,.710,,,,,1993-94,231,187,.553,4,,,,,231,187,.553,4,,,
Rob Spivery,Southern,SWAC,,10,21,.323,,,,,2005-06,30,34,.469,1,,,,,159,170,.483,3,,,
Kevin Stallings,Vanderbilt,SEC,,22,12,.647,,,Lost Regional Semifinal,,1999-00,144,108,.571,2,2,,,,267,171,.610,4,2,,
Rick Stansbury,Mississippi State,SEC,,21,14,.600,,,,,1998-99,185,104,.640,4,,,,,185,104,.640,4,,,
Gary Stewart,UC-Davis,Ind,,5,23,.179,,,,,2004-05,24,60,.286,,,,,,24,60,.286,,,,
Ricky Stokes,East Carolina,CUSA,,6,24,.200,,,,,2005-06,14,44,.241,,,,,,59,114,.341,,,,
Frank Sullivan,Harvard,Ivy,,12,16,.429,,,,,1991-92,178,245,.421,,,,,,178,245,.421,,,,
Mike Sutton,Tennessee Tech,OVC,,19,13,.594,,,,,2002-03,89,63,.586,,,,,,89,63,.586,,,,
Scott Sutton,Oral Roberts,Mid-Cont,,23,11,.676,,,Lost First Round,,1999-00,144,102,.585,2,,,,,144,102,.585,2,,,
Sean Sutton,Oklahoma State,Big 12,,22,13,.629,,,,,2006-07,22,13,.629,,,,,,22,13,.629,,,,
Billy Taylor,Lehigh,Patriot,,12,19,.387,,,,,2002-03,81,69,.540,1,,,,,81,69,.540,1,,,
Blaine Taylor,Old Dominion,CAA,,24,9,.727,,,Lost First Round,,2001-02,118,68,.634,2,,,,,259,134,.659,4,,,
Rodney Tention,Loyola Marymount,WCC,,13,18,.419,,,,,2005-06,25,36,.410,,,,,,25,36,.410,,,,
Reggie Theus,New Mexico State,WAC,,25,9,.735,,,Lost First Round,,2005-06,41,23,.641,1,,,,,41,23,.641,1,,,
Derek Thomas,Western Illinois,Mid-Cont,,7,23,.233,,,,,2003-04,28,86,.246,,,,,,28,86,.246,,,,
Bob Thomason,Pacific,Big West,,12,19,.387,,,,,1988-89,322,240,.573,4,,,,,322,240,.573,4,,,
Brooks Thompson,UTSA,Southland,,7,22,.241,,,,,2006-07,7,22,.241,,,,,,7,22,.241,,,,
John Thompson III,Georgetown,Big East,,30,7,.811,8,8,Lost National Semifinal,,2004-05,72,30,.706,2,2,1,,,140,72,.660,4,2,1,
Ronny Thompson,Ball State,MAC,,9,22,.290,,,,,2006-07,9,22,.290,,,,,,9,22,.290,,,,
Jimmy Tillette,Samford,OVC,,16,16,.500,,,,,1997-98,165,129,.561,2,,,,,165,129,.561,2,,,
Wayne Tinkle,Montana,Big Sky,,17,15,.531,,,,,2006-07,17,15,.531,,,,,,17,15,.531,,,,
Mark Turgeon,Wichita State,MVC,,17,14,.548,,,,,2000-01,128,90,.587,1,1,,,,153,119,.562,1,1,,
Donnie Tyndall,Morehead State,OVC,,12,18,.400,,,,,2006-07,12,18,.400,,,,,,12,18,.400,,,,
Jerry Wainwright,DePaul,Big East,,20,14,.588,,,,,2005-06,32,29,.525,,,,,,217,174,.555,3,,,
Vance Walberg,Pepperdine,WCC,,8,23,.258,,,,,2006-07,8,23,.258,,,,,,8,23,.258,,,,
Al Walker,Binghamton,AEC,,13,16,.448,,,,,2001-02,78,94,.453,,,,,,105,145,.420,,,,
Riley Wallace,Hawaii,WAC,,18,13,.581,,,,,1987-88,334,265,.558,3,,,,,349,292,.544,3,,,
Rex Walters,Florida Atlantic,Sun Belt,,16,15,.516,,,,,2006-07,16,15,.516,,,,,,16,15,.516,,,,
Royce Waltman,Indiana State,MVC,,13,18,.419,,,,,1997-98,134,164,.450,2,,,,,134,164,.450,2,,,
Cliff Warren,Jacksonville,A-Sun,,15,14,.517,,,,,2005-06,16,40,.286,,,,,,16,40,.286,,,,
Gary Waters,Cleveland State,Horizon,,10,21,.323,,,,,2006-07,10,21,.323,,,,,,181,156,.537,2,,,
Perry Watson,Detroit Mercy,Horizon,,11,19,.367,,,,,1993-94,254,175,.592,2,,,,,254,175,.592,2,,,
Derek Waugh,Stetson,A-Sun,,11,20,.355,,,,,2000-01,81,118,.407,,,,,,81,118,.407,,,,
Vonn Webb,UC-Riverside,Big West,,7,24,.226,,,,,2006-07,7,24,.226,,,,,,7,24,.226,,,,
Bruce Weber,Illinois,Big Ten,,23,12,.657,,,Lost First Round,,2003-04,112,28,.800,4,2,1,,,215,82,.724,6,3,1,
Tim Welsh,Providence,Big East,,18,13,.581,,,,,1998-99,145,127,.533,2,,,,,215,149,.591,3,,,
Samuel West,Alcorn State,SWAC,,11,19,.367,,,,,2003-04,37,79,.319,,,,,,37,79,.319,,,,
Jim Whitesell,Loyola (IL),Horizon,,21,11,.656,,,,,2004-05,53,39,.576,,,,,,53,39,.576,,,,
Dereck Whittenburg,Fordham,A-10,,18,12,.600,,,,,2003-04,53,66,.445,,,,,,120,116,.508,1,,,
Ralph Willard,Holy Cross,Patriot,,25,9,.735,,,Lost First Round,,1999-00,159,89,.641,4,,,,,303,213,.587,6,1,,
Bob Williams,UCSB,Big West,,18,11,.621,,,,,1998-99,140,122,.534,1,,,,,140,122,.534,1,,,
Buzz Williams,New Orleans,Sun Belt,,14,17,.452,,,,,2006-07,14,17,.452,,,,,,14,17,.452,,,,
Gary Williams,Maryland,ACC,,25,9,.735,,18,Lost Second Round,,1989-90,378,200,.654,12,7,2,1,,585,328,.641,15,9,2,1
Roy Williams,UNC,ACC,,31,7,.816,2,4,Lost Regional Final,,2003-04,106,30,.779,4,2,1,1,,524,131,.800,18,11,5,1
Willis Wilson,Rice,CUSA,,16,16,.500,,,,,1992-93,215,220,.494,,,,,,215,220,.494,,,,
Reggie Witherspoon,Buffalo,MAC,,12,19,.387,,,,,1999-00,95,139,.406,,,,,,95,139,.406,,,,
Doug Wojcik,Tulsa,CUSA,,20,11,.645,,,,,2005-06,31,28,.525,,,,,,31,28,.525,,,,
Dennis Wolff,Boston University,AEC,,12,18,.400,,,,,1994-95,216,167,.564,2,,,,,216,167,.564,2,,,
Ted Woodward,Maine,AEC,,12,18,.400,,,,,2004-05,38,49,.437,,,,,,38,49,.437,,,,
Jay Wright,Villanova,Big East,,22,11,.667,,,Lost First Round,,2001-02,126,70,.643,3,2,,,,248,155,.615,5,2,,
Larry Wright,Grambling,SWAC,,12,14,.462,,,,,1999-00,81,142,.363,,,,,,81,142,.363,,,,
Jim Yarbrough,Southeastern Louisiana,Southland,,16,14,.533,,,,,2005-06,32,26,.552,,,,,,32,26,.552,,,,
Mike Young,Wofford,Southern,,10,20,.333,,,,,2002-03,58,87,.400,,,,,,58,87,.400,,,,
Ernie Zeigler,Central Michigan,MAC,,13,18,.419,,,,,2006-07,13,18,.419,,,,,,13,18,.419,,,,
Rich Zvosec,Kansas City,Mid-Cont,,12,20,.375,,,,,2001-02,84,91,.480,,,,,,122,139,.467,,,,
