game_id,game_date,game_time,home_team,away_team,home_team_id,away_team_id,team,team_id,team_type,price,sportsbook,last_updated,fetch_date,fetch_time,market_type,handicap
manual-2026-28,2026-03-20,16:25:00,UCLA,UCF,1417,1416,UCF,1416,away,+205,manual,2026-03-18T00:37:19.000Z,2026-03-18,00:37:19,moneyline,
manual-2026-28,2026-03-20,16:25:00,UCLA,UCF,1417,1416,UCLA,1417,home,-112,manual,2026-03-18T00:37:19.000Z,2026-03-18,00:37:19,spread,-5.5
manual-2026-28,2026-03-20,16:25:00,UCLA,UCF,1417,1416,UCF,1416,away,-108,manual,2026-03-18T00:37:19.000Z,2026-03-18,00:37:19,spread,+5.5
manual-2026-29,2026-03-20,16:35:00,Purdue,Queens NC,1345,1474,Purdue,1345,home,-8000,manual,2026-03-18T00:37:19.000Z,2026-03-18,00:37:19,moneyline,
manual-2026-29,2026-03-20,16:35:00,Purdue,Queens NC,1345,1474,Queens NC,1474,away,+2200,manual,2026-03-18T00:37:19.000Z,2026-03-18,00:37:19,moneyline,
manual-2026-29,2026-03-20,16:35:00,Purdue,Queens NC,1345,1474,Purdue,1345,home,-110,manual,2026-03-18T00:37:19.000Z,2026-03-18,00:37:19,spread,-25.5
manual-2026-29,2026-03-20,16:35:00,Purdue,Queens NC,1345,1474,Queens NC,1474,away,-110,manual,2026-03-18T00:37:19.000Z,2026-03-18,00:37:19,spread,+25.5
manual-2026-30,2026-03-20,18:45:00,Kansas,Cal Baptist,1242,1465,Kansas,1242,home,-1200,manual,2026-03-18T00:37:19.000Z,2026-03-18,00:37:19,moneyline,
manual-2026-30,2026-03-20,18:45:00,Kansas,Cal Baptist,1242,1465,Cal Baptist,1465,away,+750,manual,2026-03-18T00:37:19.000Z,2026-03-18,00:37:19,moneyline,
manual-2026-30,2026-03-20,18:45:00,Kansas,Cal Baptist,1242,1465,Kansas,1242,home,-102,manual,2026-03-18T00:37:19.000Z,2026-03-18,00:37:19,spread,-14.5
manual-2026-30,2026-03-20,18:45:00,Kansas,Cal Baptist,1242,1465,Cal Baptist,1465,away,-118,manual,2026-03-18T00:37:19.000Z,2026-03-18,00:37:19,spread,+14.5
manual-2026-31,2026-03-20,19:00:00,Connecticut,Furman,1163,1202,Connecticut,1163,home,-4500,manual,2026-03-18T00:37:19.000Z,2026-03-18,00:37:19,moneyline,
manual-2026-31,2026-03-20,19:00:00,Connecticut,Furman,1163,1202,Furman,1202,away,+1700,manual,2026-03-18T00:37:19.000Z,2026-03-18,00:37:19,moneyline,
manual-2026-31,2026-03-20,19:00:00,Connecticut,Furman,1163,1202,Connecticut,1163,home,-112,manual,2026-03-18T00:37:19.000Z,2026-03-18,00:37:19,spread,-20.5
manual-2026-31,2026-03-20,19:00:00,Connecticut,Furman,1163,1202,Furman,1202,away,-108,manual,2026-03-18T00:37:19.000Z,2026-03-18,00:37:19,spread,+20.5
manual-2026-32,2026-03-20,19:10:00,Miami FL,Missouri,1274,1281,Miami FL,1274,home,-130,manual,2026-03-18T00:37:19.000Z,2026-03-18,00:37:19,moneyline,
manual-2026-32,2026-03-20,19:10:00,Miami FL,Missouri,1274,1281,Missouri,1281,away,+110,manual,2026-03-18T00:37:19.000Z,2026-03-18,00:37:19,moneyline,
manual-2026-32,2026-03-20,19:10:00,Miami FL,Missouri,1274,1281,Miami FL,1274,home,-115,manual,2026-03-18T00:37:19.000Z,2026-03-18,00:37:19,spread,-1.5
manual-2026-32,2026-03-20,19:10:00,Miami FL,Missouri,1274,1281,Missouri,1281,away,-105,manual,2026-03-18T00:37:19.000Z,2026-03-18,00:37:19,spread,+1.5
