game_id,game_date,game_time,home_team,away_team,home_team_id,away_team_id,team,team_id,team_type,price,sportsbook,last_updated,fetch_date,fetch_time,market_type,handicap
KdXXPzzKqtbMxsjTkyBn,2025-03-19,22:40:00,American University Eagles,Mount St Mary's Mountaineers,1110,1291,American University Eagles,1110,home,-145,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
KdXXPzzKqtbMxsjTkyBn,2025-03-19,22:40:00,American University Eagles,Mount St Mary's Mountaineers,1110,1291,Mount St Mary's Mountaineers,1291,away,+118,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
JFqzfGXe4eF8kIItBNSE,2025-03-19,23:00:00,Florida Atlantic Owls,Dayton Flyers,1196,1173,Florida Atlantic Owls,1196,home,-110,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
JFqzfGXe4eF8kIItBNSE,2025-03-19,23:00:00,Florida Atlantic Owls,Dayton Flyers,1196,1173,Dayton Flyers,1173,away,-110,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
tNMv0dKm3QK10y9J3zFe,2025-03-19,23:00:00,George Mason Patriots,Samford Bulldogs,1206,1359,George Mason Patriots,1206,home,-325,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
tNMv0dKm3QK10y9J3zFe,2025-03-19,23:00:00,George Mason Patriots,Samford Bulldogs,1206,1359,Samford Bulldogs,1359,away,+260,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
YPmJUramTaDKZzaJ5q46,2025-03-20,00:00:00,North Texas Mean Green,Furman Paladins,1317,1202,North Texas Mean Green,1317,home,-375,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
YPmJUramTaDKZzaJ5q46,2025-03-20,00:00:00,North Texas Mean Green,Furman Paladins,1317,1202,Furman Paladins,1202,away,+300,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
ZxhBz21LcEaefKpRYqT0,2025-03-20,00:00:00,Bradley Braves,North Alabama Lions,1133,1104,Bradley Braves,1133,home,-190,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
ZxhBz21LcEaefKpRYqT0,2025-03-20,00:00:00,Bradley Braves,North Alabama Lions,1133,1104,North Alabama Lions,1104,away,+155,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
RIiHFkOv7LgF7JDlCpGJ,2025-03-20,01:00:00,Southern Methodist Mustangs,Northern Iowa Panthers,1374,1234,Southern Methodist Mustangs,1374,home,-600,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
RIiHFkOv7LgF7JDlCpGJ,2025-03-20,01:00:00,Southern Methodist Mustangs,Northern Iowa Panthers,1374,1234,Northern Iowa Panthers,1234,away,+425,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
zBexcl0i7kwGbaGqmgPb,2025-03-20,01:10:00,Texas Longhorns,Xavier Musketeers,1400,1462,Texas Longhorns,1400,home,+135,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
zBexcl0i7kwGbaGqmgPb,2025-03-20,01:10:00,Texas Longhorns,Xavier Musketeers,1400,1462,Xavier Musketeers,1462,away,-160,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
xgaDencMt1N0uqS23HKZ,2025-03-20,02:00:00,UC Irvine Anteaters,Northern Colorado Bears,1414,1160,UC Irvine Anteaters,1414,home,-325,betmgm,2025-03-19T18:04:26.000Z,2025-03-19,13:07:41,moneyline,
xgaDencMt1N0uqS23HKZ,2025-03-20,02:00:00,UC Irvine Anteaters,Northern Colorado Bears,1414,1160,Northern Colorado Bears,1160,away,+260,betmgm,2025-03-19T18:04:26.000Z,2025-03-19,13:07:41,moneyline,
GI8gE6Hu7mEXTYeZrog0,2025-03-20,03:00:00,San Francisco Dons,Utah Valley Wolverines,1362,1428,San Francisco Dons,1362,home,-325,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
GI8gE6Hu7mEXTYeZrog0,2025-03-20,03:00:00,San Francisco Dons,Utah Valley Wolverines,1362,1428,Utah Valley Wolverines,1428,away,+260,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
NWEWA52Ng8AXCJKOAw3O,2025-03-20,03:00:00,San Jose State Spartans,Loyola Chicago Ramblers,1363,1260,San Jose State Spartans,1363,home,+140,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
NWEWA52Ng8AXCJKOAw3O,2025-03-20,03:00:00,San Jose State Spartans,Loyola Chicago Ramblers,1363,1260,Loyola Chicago Ramblers,1260,away,-170,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
Cwii88OQiALhGiU7jdb2,2025-03-20,16:15:00,Louisville Cardinals,Creighton Bluejays,1257,1166,Louisville Cardinals,1257,home,-150,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
Cwii88OQiALhGiU7jdb2,2025-03-20,16:15:00,Louisville Cardinals,Creighton Bluejays,1257,1166,Creighton Bluejays,1166,away,+125,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
3twLZTfPfgBJFNabkDvX,2025-03-20,16:40:00,Purdue Boilermakers,High Point Panthers,1345,1219,Purdue Boilermakers,1345,home,-350,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
3twLZTfPfgBJFNabkDvX,2025-03-20,16:40:00,Purdue Boilermakers,High Point Panthers,1345,1219,High Point Panthers,1219,away,+280,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
fQBkd4DTagdDjyCSGZxs,2025-03-20,17:30:00,Wisconsin Badgers,Montana Grizzlies,1458,1285,Wisconsin Badgers,1458,home,-2500,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
fQBkd4DTagdDjyCSGZxs,2025-03-20,17:30:00,Wisconsin Badgers,Montana Grizzlies,1458,1285,Montana Grizzlies,1285,away,+1050,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
HL47B7mQcohjdl1PdGp1,2025-03-20,18:00:00,Houston Cougars,SIU Edwardsville Cougars,1222,1188,Houston Cougars,1222,home,-10000,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
HL47B7mQcohjdl1PdGp1,2025-03-20,18:00:00,Houston Cougars,SIU Edwardsville Cougars,1222,1188,SIU Edwardsville Cougars,1188,away,+3300,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
zV9w7yyick7K9okwwCZu,2025-03-20,18:50:00,Auburn Tigers,Alabama State Hornets,1120,1104,Auburn Tigers,1120,home,-10000,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
zV9w7yyick7K9okwwCZu,2025-03-20,18:50:00,Auburn Tigers,Alabama State Hornets,1120,1104,Alabama State Hornets,1104,away,+3300,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
0io5id7HZUxSHIGBiP6r,2025-03-20,19:15:00,Clemson Tigers,McNeese State Cowboys,1155,1270,Clemson Tigers,1155,home,-350,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
0io5id7HZUxSHIGBiP6r,2025-03-20,19:15:00,Clemson Tigers,McNeese State Cowboys,1155,1270,McNeese State Cowboys,1270,away,+275,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
JXxH2lwPLBriLVOVph5t,2025-03-20,20:05:00,Brigham Young Cougars,VCU Rams,1140,1433,Brigham Young Cougars,1140,home,-160,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
JXxH2lwPLBriLVOVph5t,2025-03-20,20:05:00,Brigham Young Cougars,VCU Rams,1140,1433,VCU Rams,1433,away,+135,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:41,moneyline,
VFicV0wpZIjpZd4yvslU,2025-03-20,20:35:00,Gonzaga Bulldogs,Georgia Bulldogs,1211,1208,Gonzaga Bulldogs,1211,home,-295,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:42,moneyline,
VFicV0wpZIjpZd4yvslU,2025-03-20,20:35:00,Gonzaga Bulldogs,Georgia Bulldogs,1211,1208,Georgia Bulldogs,1208,away,+230,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:42,moneyline,
vWhAKE3R793cvy8n0xoV,2025-03-20,22:50:00,Tennessee Volunteers,Wofford Terriers,1397,1459,Tennessee Volunteers,1397,home,-3000,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:42,moneyline,
vWhAKE3R793cvy8n0xoV,2025-03-20,22:50:00,Tennessee Volunteers,Wofford Terriers,1397,1459,Wofford Terriers,1459,away,+1300,betmgm,2025-03-19T18:04:32.266Z,2025-03-19,13:07:42,moneyline,
