Season,TeamID,TeamName,Barthag,Exp
2020,1424,UNLV,0.6816,2.0602602602602604
2020,1129,Boise St.,0.6815,2.304982989793876
2020,1439,Virginia Tech,0.6791,0.6572572572572575
2020,1428,Utah,0.6776,0.5675405243145886
2020,1372,Stephen F. Austin,0.6755,2.092381523695261
2020,1279,Mississippi,0.6705,1.4635854341736687
2020,1448,Wake Forest,0.6704,1.8060120240480968
2020,1133,Bradley,0.668,1.9355226271525832
2020,1232,Indiana St.,0.6653,1.5589764094362253
2020,1416,UCF,0.6638,1.860711430855316
2020,1217,Harvard,0.66,2.085600000000001
2020,1123,Ball St.,0.6596,1.7151139544182326
2020,1321,Northwestern,0.6537,1.193477390956383
2020,1161,Colorado St.,0.6502,1.3108621724344864
2020,1378,South Florida,0.6502,1.689875950380152
2020,1396,Temple,0.6481,2.0998399359743893
2020,1443,Western Kentucky,0.6467,1.91254752851711
2020,1338,Pittsburgh,0.6406,1.139911929543635
2020,1334,Pacific,0.6403,1.927400000000001
2020,1220,Hofstra,0.6396,2.4737790232185755
2020,1450,Washington St.,0.6393,1.6644657863145254
2020,1414,UC Irvine,0.6392,1.8017603520704144
2020,1460,Wright St.,0.6327,1.5836669335468372
2020,1318,Northeastern,0.6286,2.0156031206241254
2020,1245,Kent St.,0.6209,2.326204277433539
2020,1382,St. Bonaventure,0.6208,0.9671999999999994
2020,1209,Georgia St.,0.6188,1.5341999999999998
2020,1293,Murray St.,0.6164,1.452252252252252
2020,1283,Missouri St.,0.6151,1.96061575369852
2020,1337,Pepperdine,0.6079,1.5518
2020,1335,Penn,0.6039,1.845614737685222
2020,1295,North Dakota St.,0.6024,2.2124248496993992
2020,1426,UT Arlington,0.592,1.6832832832832834
2020,1365,Santa Clara,0.5909,1.166766766766766
2020,1355,South Dakota St.,0.5892,0.9031612645058024
2020,1198,FIU,0.5787,1.9414
2020,1159,Colgate,0.5717,1.986410871302958
2020,1401,Texas A&M,0.5705,1.6944166499899942
2020,1101,Abilene Christian,0.5699,1.824624624624625
2020,1114,Little Rock,0.5672,1.104495504495504
2020,1267,Marshall,0.5581,1.118928642814311
2020,1151,Chattanooga,0.5579,1.8817290374224531
2020,1138,Buffalo,0.5561,1.872451019592163
2020,1307,New Mexico,0.5559,2.1949220311875264
2020,1285,Montana,0.552,1.5918285599839774
2020,1150,Charlotte,0.5503,1.511600000000001
2020,1179,Drake,0.5486,1.5611122224444896
2020,1406,Towson,0.5472,1.568140884530718
2020,1343,Princeton,0.5465,1.490894536722034
2020,1143,California,0.5461,1.5184073629451782
2020,1373,Siena,0.5439,1.477295459091818
2020,1331,Oral Roberts,0.5435,1.833433313337332
2020,1204,Georgia Southern,0.5405,2.161767646470705
2020,1304,Nebraska,0.5401,1.375525736030443
2020,1325,Ohio,0.5395,1.2216000000000005
2020,1186,Eastern Washington,0.5394,1.3311324529811914
2020,1435,Vanderbilt,0.5389,1.0285486124975045
2020,1132,Bowling Green,0.5336,1.9086000000000003
2020,1405,Toledo,0.533,1.9530000000000007
2020,1130,Boston College,0.5324,1.429543634907926
2020,1201,Fresno St.,0.5307,1.298477564102564
2020,1459,Wofford,0.5306,2.0246049209841965
2020,1174,Delaware,0.5302,1.7644586752051237
2020,1316,North Florida,0.5262,2.11730615507594
2020,1457,Winthrop,0.5253,1.398359343737496
2020,1356,Southern Illinois,0.5237,1.4197999999999995
2020,1158,Charleston,0.5195,1.947768661196717
2020,1441,Western Carolina,0.5191,1.7332933173269316
2020,1330,Old Dominion,0.5089,1.653130626125225
2020,1434,Valparaiso,0.5085,1.4494404476418872
2020,1122,Austin Peay,0.5082,1.1613549809581087
2020,1340,Portland St.,0.5027,2.276455291058211
2020,1364,UC Santa Barbara,0.5,1.977390956382553
2020,1456,William & Mary,0.5,2.113690952762209
2020,1408,Tulane,0.4972,1.9261409127301856
2020,1375,South Alabama,0.4972,2.5928442934239446
2020,1206,George Mason,0.4971,1.2618618618618624
2020,1269,Massachusetts,0.4943,0.88997799559912
2020,1297,Northern Kentucky,0.4942,1.875099920063948
2020,1247,La Salle,0.4941,1.3934000000000002
2020,1381,Southern Utah,0.4792,2.1006805444355487
2020,1194,Florida Atlantic,0.4768,1.7346
2020,1218,Hawaii,0.4765,1.820292175305183
2020,1131,Boston University,0.4746,1.52129574085183
2020,1412,UAB,0.4741,1.4875024995000996
2020,1170,Sacramento St.,0.473,2.248751248751249
2020,1311,Nicholls St.,0.4681,2.240296118447379
2020,1431,UTEP,0.4672,1.5822328931572622
2020,1377,South Dakota,0.4651,2.508610332398879
2020,1258,Loyola Marymount,0.4602,1.2776
2020,1157,Coastal Carolina,0.4587,1.6756594724220624
2020,1384,Saint Francis,0.4541,2.2985999999999995
2020,1296,Northern Illinois,0.4476,1.9133653461384552
2020,1102,Air Force,0.4439,2.3034179492304623
2020,1347,Radford,0.4426,2.355844155844155
2020,1185,Eastern Michigan,0.436,1.9188486907855276
2020,1358,Sam Houston St.,0.4316,1.9903961584633851
2020,1392,Stony Brook,0.4292,1.6289257851570302
2020,1465,Cal Baptist,0.4268,2.270162097258355
2020,1349,Rice,0.4264,1.4939975990396146
2020,1273,Mercer,0.4233,1.5713428056834091
2020,1110,American,0.421,1.931372549019608
